,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude
661,2/28/2022,"3481 S Hermitage Ave, Chicago, IL",2,12.2,12.5,20.8,18.2,35.4,27.0,26.6,28.3,30.2,28.0,26.6,-87.66908444985484,41.83124773796021
662,6/4/2021,"3497 S Paulina St, Chicago, IL",1,14.2,14.6,15.4,16.0,16.3,20.9,26.0,26.5,27.3,25.0,18.2,-87.66784614990699,41.830606720210135
663,12/20/2016,"3473 S Union Ave, Chicago, IL",5,4.76,4.1,4.86,5.74,10.5,11.0,19.1,22.4,21.7,21.7,15.4,-87.64358246357297,41.83167690191216
664,9/25/2019,"3418 W 115Th St, Chicago, IL",2,11.0,11.0,10.0,11.0,12.0,13.0,13.0,13.0,15.0,13.0,11.0,-87.70597288031331,41.68425794869862
665,6/19/2019,"3490 W 116Th St, Chicago, IL",4,18.0,23.0,24.1,24.8,24.6,23.9,23.6,22.5,21.8,21.4,14.9,-87.70744966770945,41.682413127559144
666,11/13/2017,"3446 W 66Th Pl, Chicago, IL",2,9.36,11.6,13.7,14.5,15.3,14.0,14.5,17.9,22.0,23.2,23.1,-87.7089838823506,41.77259404936329
667,4/1/2021,"3465 W 82Nd Pl, Chicago, IL",1,7.1,8.52,8.97,9.18,9.14,9.3,8.72,14.3,19.8,22.5,24.6,-87.70883928890943,41.7432238460328
669,8/17/2021,"3483 W Beach Ave, Chicago, IL",5,3.92,4.2,3.41,3.42,4.04,10.2,11.2,4.73,8.98,9.07,1.29,-87.71375753004317,41.907219204754355
670,8/16/2021,"3418 W Hirsch St, Chicago, IL",3,8.7,8.3,8.3,7.6,5.4,4.9,4.6,4.5,4.0,3.9,3.9,-87.71267403957589,41.9066348
673,10/7/2021,"3497 W Monroe St, Chicago, IL",2,6.62,7.45,7.42,6.86,6.27,6.23,6.03,7.08,12.0,14.9,9.94,-87.71334873408597,41.87948052130607
674,12/16/2019,"3443 W Wrightwood Ave, Chicago, IL",3,12.8,15.4,16.9,15.8,18.5,22.6,24.9,29.1,29.0,29.9,28.7,-87.71369123553843,41.928215
675,8/22/2019,"3551 N Damen Ave, Chicago, IL",1,5.18,8.91,11.8,10.0,13.4,29.6,33.2,28.4,27.8,28.4,10.5,-87.6784048,41.9467343
676,7/20/2018,"3551 N Kolmar Ave, Chicago, IL",4,4.83,6.05,12.6,15.7,17.6,19.2,20.7,21.3,20.8,18.2,12.6,-87.74079429239812,41.94508472126468
680,1/21/2020,"3517 N Oriole Ave, Chicago, IL",2,6.21,7.97,8.75,8.36,7.87,8.67,14.1,18.9,22.4,24.7,21.7,-87.81641788942902,41.9438369
681,10/26/2019,"3523 N Ozark Ave, Chicago, IL",3,5.58,8.21,21.6,27.5,26.8,20.9,17.2,13.1,14.3,10.6,2.91,-87.82029558700869,41.943599636083206
682,1/31/2020,"3576 N Seeley Ave, Chicago, IL",1,12.3,19.4,21.9,20.9,19.2,18.0,15.9,14.6,17.7,23.6,7.14,-87.67985183076406,41.94600394443658
686,8/3/2019,"3590 W 53Rd Pl, Chicago, IL",5,23.8,11.4,10.5,26.3,29.6,33.7,34.2,30.8,23.7,17.9,3.42,-87.6476654,41.7968998
687,11/10/2021,"3589 W 72Nd St, Chicago, IL",2,8.14,9.82,10.4,10.9,10.8,17.6,20.6,22.1,21.3,20.4,26.9,-87.71189497688025,41.76234379734015
688,11/22/2021,"3545 W 73Rd St, Chicago, IL",2,19.1,3.96,3.88,3.88,4.07,10.0,14.1,13.2,13.9,16.8,8.26,-87.71104304066101,41.76053186683897
689,4/15/2022,"3590 W 73Rd St, Chicago, IL",2,11.0,12.0,23.0,28.0,26.0,25.0,25.0,24.0,26.0,32.0,32.0,-87.71192525812563,41.76068366023777
690,2/10/2022,"3579 W 77Th Pl, Chicago, IL",3,5.8,8.5,30.9,38.2,25.1,20.6,18.7,16.6,21.2,20.4,7.88,-87.71171976785715,41.75248035714286
691,1/28/2020,"3540 W Congress Pkwy, Chicago, IL",2,2.28,3.67,10.5,8.09,7.1,9.26,11.6,10.3,10.3,9.06,5.38,-87.71448304579374,41.8747104
692,8/2/2018,"3550 W Evergreen Ave, Chicago, IL",3,1.65,2.92,2.47,1.83,1.9,3.44,5.99,12.3,11.8,8.99,2.99,-87.71631095000001,41.905661550000005
693,3/5/2020,"3581 W Hirsch St, Chicago, IL",1,1.65,2.52,0.97,2.76,2.88,4.89,14.6,18.4,16.5,14.7,1.84,-87.71612689874966,41.90629657690269
694,2/17/2022,"3538 W Melrose St, Chicago, IL",3,15.3,26.0,40.2,38.8,48.2,45.5,38.5,33.9,42.1,24.7,12.3,-87.71605475051352,41.940349299999994
695,1/26/2022,"3554 W Pierce Ave, Chicago, IL",5,17.2,34.4,38.7,35.9,40.5,40.6,34.8,35.7,32.5,29.5,15.5,-87.71662019732219,41.909268
696,2/15/2019,"3598 W Pierce Ave, Chicago, IL",2,11.3,15.0,20.6,22.1,16.4,16.4,17.6,15.8,16.7,15.5,15.8,-87.716609,41.909154
697,1/14/2017,"3560 W Pierce Ave, Chicago, IL",2,2.25,2.64,4.08,4.17,4.53,5.04,4.35,4.17,8.26,11.3,10.7,-87.71578849828191,41.90916308789573
698,8/28/2019,"3626 N Artesian Ave, Chicago, IL",4,3.42,3.1,4.41,4.81,4.14,3.29,3.35,4.74,5.34,5.05,3.85,-87.68976396829733,41.94756495
700,9/1/2021,"3618 N Christiana Ave, Chicago, IL",5,5.17,6.88,7.05,8.64,10.3,9.75,8.64,7.12,5.93,5.43,1.62,-87.71162199999374,41.94717199976279
701,3/4/2020,"3616 N Harding Ave, Chicago, IL",1,5.7,6.0,5.6,4.6,4.3,8.8,15.0,16.0,14.0,13.0,7.5,-87.72644629977373,41.94695375
702,10/1/2018,"3684 N Kimball Ave, Chicago, IL",5,4.22,5.79,7.73,8.01,7.42,7.03,6.62,7.12,8.46,8.33,6.81,-87.7128665485615,41.94804159398494
703,10/13/2021,"3615 N Sacramento Ave, Chicago, IL",4,5.68,5.59,6.2,5.39,6.02,9.8,15.3,15.8,17.1,20.5,20.7,-87.70283154541684,41.94725454417267
704,1/31/2022,"3657 N Sacramento Ave, Chicago, IL",2,9.25,10.2,14.9,41.4,19.6,13.3,13.8,8.05,8.34,10.4,11.2,-87.70270065,41.94836115
705,2/10/2020,"3676 N Tripp Ave, Chicago, IL",2,170.0,74.0,42.0,14.0,12.0,14.0,17.0,65.0,12.0,6.7,4.3,-87.73390040999216,41.94763488918386
708,7/27/2016,"3642 S Winchester Ave, Chicago, IL",5,3.46,3.26,3.25,3.92,3.95,3.34,3.17,2.97,2.18,2.0,1.96,-87.67411839765485,41.82777783865657
710,5/16/2016,"3620 W 115Th St, Chicago, IL",2,13.6,14.1,15.6,12.8,21.2,33.1,34.0,29.8,28.3,29.9,13.8,-87.71105399590257,41.684182069501354
711,2/23/2022,"3686 W 117Th St, Chicago, IL",4,3.15,3.9,4.4,4.64,4.69,4.79,5.5,9.06,21.2,25.2,2.78,-87.71225828764454,41.68050728844629
712,1/27/2020,"3640 W 79Th Pl, Chicago, IL",2,6.82,6.3,9.49,18.8,17.3,14.4,14.1,13.4,12.7,12.5,2.2,-87.71321675515249,41.748808237583546
713,6/11/2018,"3689 W 79Th Pl, Chicago, IL",2,7.44,7.28,6.5,6.5,7.51,6.02,5.51,5.21,6.54,19.3,24.9,-87.71419003316078,41.74862806763921
714,12/20/2017,"3671 W 86Th St, Chicago, IL",4,8.24,20.5,9.36,6.04,9.02,20.8,13.1,10.1,15.9,19.3,16.5,-87.7135008616502,41.73673970411571
715,7/28/2021,"3665 W Wrightwood Ave, Chicago, IL",2,10.0,8.8,7.9,7.6,7.1,7.9,7.8,7.1,4.0,2.9,2.6,-87.71890951200714,41.92814868766109
716,12/1/2021,"3665 W Wrightwood Ave, Chicago, IL",2,7.2,19.2,26.1,14.2,13.1,13.8,11.8,12.0,11.7,11.3,14.3,-87.71890951200714,41.92814868766109
717,9/17/2019,"3748 N Bell Ave, Chicago, IL",2,355.0,41.0,37.9,6.35,3.36,1.49,1.57,1.26,1.58,1.31,1.4,-87.68498911180076,41.9500497
720,11/26/2016,"3775 N Olcott Ave, Chicago, IL",2,9.97,17.3,17.5,24.1,27.0,23.7,23.0,21.2,17.7,15.7,2.25,-87.81433732981812,41.948172837350164
722,11/29/2019,"3775 N Plainfield Ave, Chicago, IL",4,8.1,7.0,8.3,7.1,14.0,17.0,14.0,13.0,13.0,12.0,14.0,-87.83398874477993,41.947954532491856
725,9/18/2019,"3721 N Whipple St, Chicago, IL",1,7.1,6.4,6.45,6.9,13.2,14.3,13.2,12.5,11.9,12.0,12.5,-87.70397027479305,41.94915435
726,10/20/2016,"3754 N Whipple St, Chicago, IL",4,6.51,7.81,10.7,11.0,11.5,11.0,11.8,12.3,13.9,14.0,19.5,-87.70433939666077,41.94946693584002
728,12/28/2019,"3757 S Union Ave, Chicago, IL",2,7.27,8.93,12.0,11.9,12.0,12.0,11.4,11.3,8.91,8.26,6.13,-87.64328909448108,41.8255001
730,6/10/2019,"3736 W 103Rd St, Chicago, IL",4,3.01,3.27,3.87,4.5,5.08,4.88,5.09,8.4,11.2,12.1,7.79,-87.71451246775077,41.70608172580633
731,10/13/2021,"3742 W 50Th Pl, Chicago, IL",5,9.76,8.39,13.5,9.82,9.42,10.7,10.3,9.43,10.3,9.56,3.61,-87.71779198938452,41.8016648
732,10/12/2021,"3749 W 54Th St, Chicago, IL",1,8.58,3.73,9.87,7.31,5.03,9.98,6.04,6.09,6.71,10.8,1.27,-87.71748564888946,41.79505198222221
733,3/12/2019,"3777 W 60Th Pl, Chicago, IL",2,8.22,7.82,9.15,8.3,6.82,6.05,6.04,5.0,4.68,2.95,1.89,-87.71733795061944,41.78320856189587
734,9/8/2021,"3760 W 60Th Pl, Chicago, IL",2,7.98,8.95,8.77,9.81,23.1,79.0,64.4,49.0,38.1,37.9,28.8,-87.71699577886092,41.7833784446525
737,9/17/2019,"3836 N Avers Ave, Chicago, IL",2,2.91,4.15,5.39,6.61,6.93,7.15,7.4,7.19,7.02,7.65,8.59,-87.72397355861668,41.95098184942133
739,11/19/2021,"3858 N Janssen Ave, Chicago, IL",2,7.58,13.6,14.4,14.0,11.3,13.7,8.72,4.72,4.05,3.75,3.67,-87.66606320042686,41.95237815
742,6/9/2021,"3833 N Lakewood Ave, Chicago, IL",2,5.28,5.24,5.41,6.09,8.81,15.3,17.6,18.1,18.7,18.6,12.4,-87.66145535066607,41.95203155
747,10/8/2019,"3835 N Page Ave, Chicago, IL",2,7.4,8.14,8.18,8.05,8.98,8.88,8.57,8.18,8.33,11.7,13.9,-87.82775004999999,41.949676999999994
751,10/3/2018,"3850 N Seeley Ave, Chicago, IL",2,11.0,15.0,17.0,14.0,18.0,21.0,22.0,27.0,15.0,7.1,3.4,-87.68000353196194,41.95154602217608
752,2/20/2020,"3890 S Calumet Ave, Chicago, IL",2,11.8,22.2,21.4,20.1,18.8,16.0,15.2,13.3,11.4,10.9,4.11,-87.61833593597783,41.82440253108195
753,11/29/2021,"3866 W 61St Pl, Chicago, IL",2,8.93,6.51,5.32,6.15,6.24,6.17,6.84,9.92,11.7,12.0,11.1,-87.71952506500266,41.78151899077547
755,8/13/2021,"3899 W 68Th St, Chicago, IL",4,123.0,27.2,14.2,9.87,12.0,12.6,18.2,26.2,24.6,26.9,2.79,-87.719911,41.769512
756,9/14/2021,"3879 W 75Th Pl, Chicago, IL",4,11.6,10.5,6.35,5.5,5.51,7.11,8.74,10.8,10.7,10.7,2.62,-87.71997583708642,41.75633153972116
757,7/12/2021,"3838 W 80Th Pl, Chicago, IL",3,7.63,3.63,3.64,3.42,2.96,3.89,8.35,14.1,16.6,15.4,9.77,-87.71792499120671,41.74689852992459
758,10/3/2019,"3851 W Flournoy St, Chicago, IL",2,14.2,11.0,14.7,12.6,13.1,13.6,15.1,14.6,14.3,15.4,2.64,-87.72202179591837,41.87249830612245
759,5/17/2021,"3853 W Grenshaw St, Chicago, IL",2,2.86,7.93,11.0,12.4,12.6,12.3,9.4,8.21,7.48,7.17,3.41,-87.72183459979026,41.86703773412012
760,10/21/2020,"3943 N Hermitage Ave, Chicago, IL",2,6.04,5.25,6.84,6.98,7.36,8.23,10.3,15.9,16.5,17.3,12.6,-87.6723663,41.953692000000004
761,3/13/2020,"3977 N Francisco Ave, Chicago, IL",5,7.49,10.9,19.9,25.3,26.7,23.8,22.0,18.1,17.0,15.4,9.62,-87.70054770843545,41.95309867355967
762,9/15/2018,"3927 N Keeler Ave, Chicago, IL",2,5.61,13.3,11.9,15.3,11.1,12.6,17.0,21.0,23.0,22.0,12.1,-87.73232518725523,41.952325204575715
765,11/20/2020,"3961 N Mobile Ave, Chicago, IL",1,19.5,23.1,31.8,30.4,28.0,27.0,27.8,26.5,24.4,24.8,21.7,-87.78346252536726,41.95249299212488
766,7/30/2021,"3987 N Mozart St, Chicago, IL",1,3.85,4.96,5.47,6.84,7.94,9.2,8.3,7.52,6.79,6.36,8.73,-87.69934727888645,41.95379235464482
768,1/21/2020,"3910 N Oakley Ave, Chicago, IL",2,4.6,4.9,3.4,3.3,4.4,8.1,8.5,7.9,8.4,9.1,2.6,-87.68610217740412,41.952466393485025
770,4/5/2022,"3977 N Page Ave, Chicago, IL",5,8.0,36.1,36.7,36.8,39.7,57.2,39.9,35.0,33.4,34.7,10.7,-87.82797957142284,41.9513915916918
771,12/20/2019,"3971 N Pioneer Ave, Chicago, IL",2,3.3,5.6,5.8,5.8,5.7,5.2,4.7,5.4,4.5,3.9,2.4,-87.83190289472292,41.95189293387096
772,9/27/2019,"3943 N Ravenswood Ave, Chicago, IL",2,15.3,15.1,20.2,21.0,18.1,13.4,8.9,5.31,4.79,4.52,4.34,-87.67431499060326,41.9539580635968
773,12/19/2019,"3931 N Whipple St, Chicago, IL",5,4.97,5.38,5.87,7.08,7.23,7.21,7.64,10.8,13.1,12.4,7.83,-87.70421108249114,41.95298104555827
774,11/22/2021,"3937 W 105Th St, Chicago, IL",1,15.4,25.0,28.6,28.8,28.5,28.2,29.3,29.5,28.9,30.2,35.3,-87.71981367802067,41.7020613
775,10/14/2021,"3954 W 58Th Pl, Chicago, IL",4,5.89,6.71,6.62,6.74,8.16,11.0,12.2,12.8,12.9,13.2,12.3,-87.72187101142326,41.78694607713907
776,5/3/2019,"3998 W 64Th Pl, Chicago, IL",3,5.67,2.92,4.11,20.2,8.04,13.2,9.53,11.4,8.96,5.61,1.88,-87.721919,41.77601
779,8/13/2019,"391 E 89Th Pl, Chicago, IL",4,0.5,1.06,1.0,0.5,0.5,0.5,1.16,1.14,1.13,1.23,1.21,-87.61474695837174,41.73184769072771
780,7/18/2016,"342 E 89Th Pl, Chicago, IL",1,4.89,4.38,3.73,4.02,4.36,4.17,3.77,3.92,3.67,3.24,1.7,-87.61581282568476,41.731995559168546
781,10/15/2021,"353 E 89Th Pl, Chicago, IL",3,2.25,3.04,3.62,3.46,3.67,3.86,4.31,4.89,4.98,4.6,3.25,-87.61558755723591,41.731834664918864
782,3/25/2016,"352 W 100Th Pl, Chicago, IL",4,4.03,3.1,1.56,1.47,1.52,1.73,1.61,1.78,1.87,2.41,1.94,-87.63289203208112,41.71182675
783,6/10/2021,"348 W 100Th Pl, Chicago, IL",5,5.57,7.79,8.54,8.71,8.81,8.78,8.28,7.23,7.06,6.65,3.32,-87.63279765864553,41.711828249999996
784,5/18/2017,"353 W Wellington Ave, Chicago, IL",4,8.52,12.0,15.5,14.1,20.3,22.3,20.6,19.4,17.4,16.0,3.6,-87.63891238527097,41.936508
787,2/7/2022,"4058 N Keystone Ave, Chicago, IL",2,6.38,4.82,7.11,7.89,11.2,28.7,22.2,24.2,20.9,15.8,12.6,-87.7293607111272,41.95482877836105
789,11/27/2018,"4052 N Kolmar Ave, Chicago, IL",3,30.2,21.1,22.2,11.2,13.8,12.4,15.9,16.1,15.4,15.5,3.95,-87.74210196028571,41.9550746
792,9/20/2019,"4066 N Plainfield Ave, Chicago, IL",1,35.4,27.8,20.8,28.4,20.6,17.8,20.7,24.6,20.8,19.9,8.4,-87.83436136421341,41.95345328547342
793,11/26/2019,"4077 S Campbell Ave, Chicago, IL",5,20.0,17.1,17.2,15.2,11.4,13.7,16.9,17.2,17.9,19.6,14.7,-87.68710703067995,41.81966694712762
794,6/23/2021,"4059 S Campbell Ave, Chicago, IL",1,4.54,3.19,2.58,2.97,3.06,5.38,4.74,5.0,6.04,7.62,8.05,-87.68696395881622,41.819401850000006
798,8/24/2021,"4137 N Keeler Ave, Chicago, IL",3,5.39,5.39,5.54,5.47,5.6,5.84,5.76,6.1,6.55,8.78,18.6,-87.7322201085141,41.9565567
800,2/24/2022,"4194 N Kilbourn Ave, Chicago, IL",2,7.9,7.7,8.3,8.5,8.9,9.8,9.5,9.0,8.6,8.1,6.4,-87.74073703262484,41.956927872362904
801,11/28/2018,"4130 N Lawndale Ave, Chicago, IL",2,8.4,10.8,9.56,7.78,6.85,5.88,6.09,6.06,5.16,3.78,2.59,-87.72044430861104,41.95617884858315
804,9/8/2021,"4145 N Mcvicker Ave, Chicago, IL",1,0.5,1.23,1.25,1.44,1.52,1.7,1.47,1.39,1.24,1.05,0.5,-87.77797738424796,41.9556949375423
806,9/15/2021,"4145 N St Louis Ave, Chicago, IL",5,2.59,2.97,2.8,3.85,4.35,2.27,1.73,1.71,1.77,5.76,5.2,-87.71533394299294,41.95647379443712
808,5/18/2021,"4169 S Berkeley Ave, Chicago, IL",2,4.68,4.52,4.39,5.56,11.2,17.6,11.5,10.2,11.7,25.8,13.0,-87.6004844855967,41.81816225
811,12/9/2019,"4138 W Nelson St, Chicago, IL",2,8.36,9.66,10.9,10.4,12.0,12.7,23.2,14.6,15.8,15.4,11.4,-87.73090695280906,41.936387385607034
812,10/11/2019,"4127 W Wellington Ave, Chicago, IL",2,13.2,22.3,26.8,27.7,29.9,33.0,29.8,28.9,28.3,26.9,26.9,-87.73043127968424,41.93531539896514
813,8/18/2016,"4217 N Avers Ave, Chicago, IL",2,7.9,14.0,14.0,13.0,9.9,8.4,6.1,4.5,3.3,2.9,2.6,-87.72395845048806,41.95790945273217
814,8/19/2017,"4211 N Avers Ave, Chicago, IL",2,12.3,6.0,7.12,5.79,5.0,4.71,4.64,4.29,2.5,1.96,1.69,-87.72376750135592,41.9577544
815,11/22/2021,"4225 N Kedvale Ave, Chicago, IL",1,7.05,9.6,8.51,8.31,7.92,15.4,27.9,30.3,21.8,19.9,16.5,-87.73086117084105,41.957774397393656
816,12/8/2018,"4249 N Mason Ave, Chicago, IL",5,2.67,3.45,4.01,3.97,3.97,4.17,5.1,9.93,15.4,17.2,13.9,-87.77546077022296,41.9581717
817,2/24/2022,"4223 N Meade Ave, Chicago, IL",3,3.17,3.5,4.33,8.7,12.5,11.0,10.6,10.2,9.62,9.49,4.8,-87.77925362579863,41.9571464357
818,9/23/2019,"4273 N Sacramento Ave, Chicago, IL",5,10.1,10.1,10.4,10.3,13.3,15.4,13.3,19.7,20.8,18.0,17.1,-87.70318280868698,41.9591617721583
819,10/4/2021,"4222 N Sawyer Ave, Chicago, IL",3,8.7,9.4,12.0,12.0,12.0,12.0,11.0,12.0,16.0,34.0,12.0,-87.70968382835387,41.9582305
820,11/28/2018,"4292 S Indiana Ave, Chicago, IL",2,4.46,4.38,4.69,5.02,6.67,10.7,10.8,9.43,9.62,10.0,8.67,-87.62152282373921,41.81678120035074
821,12/6/2019,"4230 S Prairie Ave, Chicago, IL",2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.61993656882831,41.817892772563226
822,9/13/2019,"4219 S Prairie Ave, Chicago, IL",5,22.0,29.0,31.3,28.6,26.8,25.5,24.4,23.5,22.3,20.8,22.3,-87.61949415677638,41.81782285
823,7/28/2021,"4239 W Roscoe St, Chicago, IL",2,9.39,9.07,10.7,10.8,13.0,14.3,18.4,20.6,22.6,23.0,19.6,-87.73376749436731,41.942566
824,9/19/2018,"4273 W Wellington Ave, Chicago, IL",2,1.43,1.06,0.73,0.77,0.81,0.81,0.72,0.75,0.73,0.68,0.67,-87.73456151363736,41.9352886971854
825,11/24/2021,"4331 N Avers Ave, Chicago, IL",5,2.29,2.07,2.41,1.73,2.18,2.25,2.53,2.6,2.26,2.61,2.61,-87.72402085903042,41.96002806606456
826,3/9/2020,"4323 N Bernard St, Chicago, IL",2,0.5,4.03,10.7,10.9,5.15,8.08,7.99,7.96,7.99,3.61,2.41,-87.71420943839202,41.95967533541911
827,1/20/2017,"4351 N Harding Ave, Chicago, IL",3,6.03,11.3,9.7,11.4,11.8,13.3,14.2,8.24,6.24,5.67,5.51,-87.72648546377705,41.96065092301204
828,3/16/2022,"4315 N Lowell Ave, Chicago, IL",2,5.54,6.06,9.19,17.4,22.2,20.1,20.1,16.2,14.4,16.9,10.2,-87.73686952096033,41.9593704389144
829,11/9/2019,"4378 N Ridgeway Ave, Chicago, IL",2,16.0,10.4,7.56,7.8,7.65,12.6,14.6,14.0,19.7,29.1,25.2,-87.72179107376918,41.96021384180844
830,10/3/2019,"4335 S Berkeley Ave, Chicago, IL",2,2.8,3.0,3.3,3.3,3.4,3.7,9.9,13.0,13.0,14.0,12.0,-87.60034599714089,41.815823949999995
831,3/4/2020,"4313 S Forrestville Ave, Chicago, IL",5,1.15,1.77,2.0,2.1,2.37,2.12,2.69,3.21,3.3,5.27,6.07,-87.61258285009225,41.81623305
832,7/27/2021,"4495 N Bernard St, Chicago, IL",1,7.08,8.14,8.07,7.15,6.79,6.76,9.34,16.2,17.0,18.1,24.0,-87.71430323329837,41.96276533643792
834,10/7/2017,"4447 N Damen Ave, Chicago, IL",2,11.2,11.5,11.6,12.7,14.8,17.7,19.1,19.2,16.5,15.7,29.6,-87.67834554654442,41.96277685
835,7/27/2021,"4488 N Drake Ave, Chicago, IL",2,17.2,23.9,22.5,24.9,25.9,31.0,34.4,31.9,27.6,31.2,19.4,-87.7169673166352,41.96267157821465
838,2/24/2022,"4483 N Marmora Ave, Chicago, IL",2,6.5,9.63,9.18,10.8,14.4,13.0,12.3,11.5,11.9,16.0,5.81,-87.77451293142555,41.961911339904695
839,8/9/2021,"4445 N Mason Ave, Chicago, IL",4,5.87,5.82,6.17,6.41,6.85,14.8,17.4,14.6,10.2,6.33,2.33,-87.77557285675303,41.96171095
842,4/7/2018,"4427 N Menard Ave, Chicago, IL",5,2.97,9.26,11.2,11.5,11.7,10.9,10.3,9.65,8.33,6.98,2.85,-87.77188294999999,41.96126825
843,11/30/2016,"4433 N Monticello Ave, Chicago, IL",3,0.5,1.67,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,0.5,-87.71897132950726,41.9620697
844,8/26/2019,"4475 N Mozart St, Chicago, IL",5,6.95,8.03,7.25,6.79,7.5,7.67,7.69,7.72,7.68,11.6,20.9,-87.69961955082576,41.96262587134145
846,7/30/2018,"4454 N Sawyer Ave, Chicago, IL",5,3.04,4.19,10.8,10.1,8.51,6.86,7.24,7.2,11.1,13.0,4.44,-87.70979376506617,41.962763800000005
847,1/7/2020,"4437 S Drake Ave, Chicago, IL",5,7.04,18.3,29.7,24.9,22.7,21.2,20.1,21.1,20.5,19.9,9.64,-87.71246210260496,41.81280666823706
849,10/27/2019,"4437 W 81St Pl, Chicago, IL",2,1.7,3.56,3.61,3.01,2.89,2.78,3.0,3.12,4.66,8.57,10.4,-87.73241778495085,41.744683
851,11/6/2018,"4432 W Jackson Blvd, Chicago, IL",2,3.1,4.1,5.7,5.6,6.0,6.6,7.0,6.5,5.7,4.4,1.6,-87.73672800830951,41.87721615
852,10/22/2016,"4485 W Leland Ave, Chicago, IL",5,5.02,6.39,9.31,10.5,14.8,17.0,14.0,15.0,17.3,16.9,5.31,-87.74098738069341,41.96619165613837
854,3/17/2022,"4553 N Beacon St, Chicago, IL",2,3.12,3.23,3.2,3.88,4.09,4.14,4.9,6.45,7.71,8.88,9.62,-87.66365540903404,41.96445245562406
857,3/17/2022,"4548 N Kenneth Ave, Chicago, IL",2,12.9,14.3,16.1,18.0,19.1,18.9,18.2,17.8,22.7,43.8,10.2,-87.74019377695382,41.96405755
860,3/1/2017,"4573 N Malden St, Chicago, IL",2,6.61,7.13,7.86,8.14,7.75,7.93,6.62,9.75,16.0,17.5,12.2,-87.66228427907896,41.96484204146221
861,9/10/2019,"4536 N Meade Ave, Chicago, IL",2,2.06,2.35,3.52,4.13,4.22,4.75,7.47,9.09,8.98,8.33,7.35,-87.77988507541265,41.96330135
863,7/28/2018,"4580 N Merrimac Ave, Chicago, IL",2,2.61,3.54,2.89,2.53,3.19,4.12,4.75,4.88,4.69,4.47,4.18,-87.78355136504207,41.964398700000004
864,4/7/2022,"4593 N Sacramento Ave, Chicago, IL",2,8.27,10.5,18.2,19.4,14.2,11.6,10.1,9.56,9.33,9.87,7.57,-87.70333516313092,41.964100383320066
865,1/4/2018,"4534 N Springfield Ave, Chicago, IL",2,7.56,7.38,8.35,8.71,9.41,9.27,8.98,10.5,12.5,14.3,24.8,-87.72573337196262,41.9638686
866,8/31/2021,"4513 N Virginia Ave, Chicago, IL",2,4.72,5.76,6.18,6.55,11.2,15.3,11.1,10.4,10.4,9.95,3.51,-87.69481760441725,41.96370100464975
867,6/13/2018,"4583 N Virginia Ave, Chicago, IL",1,4.8,5.8,7.6,7.6,7.2,7.2,7.2,14.0,14.0,10.0,7.4,-87.6949732006807,41.96386396733319
872,6/3/2019,"4543 W Altgeld St, Chicago, IL",2,21.4,43.0,44.5,30.2,35.5,32.0,29.3,28.3,26.9,26.3,31.1,-87.74011442877787,41.92622744441971
873,5/17/2021,"4517 W Maypole Ave, Chicago, IL",2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.73883647907064,41.884282
874,1/14/2020,"4554 W Schubert Ave, Chicago, IL",5,3.6,3.73,3.7,3.69,3.95,4.05,4.27,4.11,4.13,4.18,14.4,-87.74135319318766,41.92976265
875,10/19/2021,"4688 N Avers Ave, Chicago, IL",2,10.4,12.4,11.4,12.5,20.8,24.2,22.8,23.9,22.0,17.4,17.0,-87.72441668419287,41.96617219683461
876,1/22/2020,"4664 N Kasson Ave, Chicago, IL",4,227.0,61.2,42.6,45.9,36.6,28.5,25.3,22.0,20.4,18.5,8.04,-87.73493527054873,41.96551555
877,11/30/2021,"4620 N Knox Ave, Chicago, IL",2,5.38,7.05,7.69,9.25,10.6,10.9,10.7,10.0,8.2,6.99,2.13,-87.74406672503845,41.96485986735756
879,8/2/2018,"4619 N Laramie Ave, Chicago, IL",2,0.5,1.71,2.03,2.27,2.77,3.04,3.32,3.38,3.41,3.88,4.51,-87.75751734751636,41.96490778569826
880,10/27/2021,"4649 N Winchester Ave, Chicago, IL",2,4.28,4.54,4.94,5.78,6.26,6.52,6.92,6.97,7.73,7.11,10.1,-87.67752475,41.96658853571429
881,7/16/2016,"4686 N Winchester Ave, Chicago, IL",2,1.25,1.05,0.5,0.5,0.5,0.5,0.5,1.14,1.25,1.04,0.5,-87.67774944444444,41.966757888888885
882,9/1/2021,"4684 S Ashland Ave, Chicago, IL",5,0.716,0.48,0.476,0.477,0.446,0.503,0.524,0.571,0.623,0.542,0.562,-87.66508921286292,41.808928004557345
883,7/16/2021,"4686 S Avers Ave, Chicago, IL",5,3.5,4.0,3.7,3.4,3.4,3.4,5.6,11.0,11.0,11.0,9.7,-87.72004022173367,41.80853111809038
887,2/8/2022,"4746 N Karlov Ave, Chicago, IL",3,7.23,9.49,9.99,10.0,15.8,7.32,12.0,2.63,12.8,6.1,12.2,-87.7306972427013,41.966983549999995
