,Date.Sampled,Address,HCluster,longitude,latitude
726,10/20/2016,"3754 N Whipple St, Chicago, IL",4,-87.70433939666077,41.94946693584002
728,12/28/2019,"3757 S Union Ave, Chicago, IL",2,-87.64328909448108,41.8255001
729,3/6/2020,"3748 S Wallace St, Chicago, IL",2,-87.64137095533442,41.8257129
730,6/10/2019,"3736 W 103Rd St, Chicago, IL",4,-87.71451246775077,41.70608172580633
731,10/13/2021,"3742 W 50Th Pl, Chicago, IL",5,-87.71779198938452,41.8016648
732,10/12/2021,"3749 W 54Th St, Chicago, IL",1,-87.71748564888946,41.79505198222221
733,3/12/2019,"3777 W 60Th Pl, Chicago, IL",2,-87.71733795061944,41.78320856189587
734,9/8/2021,"3760 W 60Th Pl, Chicago, IL",2,-87.71699577886092,41.7833784446525
737,9/17/2019,"3836 N Avers Ave, Chicago, IL",2,-87.72397355861668,41.95098184942133
739,11/19/2021,"3858 N Janssen Ave, Chicago, IL",2,-87.66606320042686,41.95237815
742,6/9/2021,"3833 N Lakewood Ave, Chicago, IL",2,-87.66145535066607,41.95203155
746,3/10/2022,"3820 N Nottingham Ave, Chicago, IL",2,-87.80499462433924,41.9496157
747,10/8/2019,"3835 N Page Ave, Chicago, IL",2,-87.82775004999999,41.949676999999994
751,10/3/2018,"3850 N Seeley Ave, Chicago, IL",2,-87.68000353196194,41.95154602217608
752,2/20/2020,"3890 S Calumet Ave, Chicago, IL",2,-87.61833593597783,41.82440253108195
753,11/29/2021,"3866 W 61St Pl, Chicago, IL",2,-87.71952506500266,41.78151899077547
754,1/6/2020,"3881 W 65Th St, Chicago, IL",1,-87.71965861116996,41.774975991798016
755,8/13/2021,"3899 W 68Th St, Chicago, IL",4,-87.719911,41.769512
756,9/14/2021,"3879 W 75Th Pl, Chicago, IL",4,-87.71997583708642,41.75633153972116
757,7/12/2021,"3838 W 80Th Pl, Chicago, IL",3,-87.71792499120671,41.74689852992459
758,10/3/2019,"3851 W Flournoy St, Chicago, IL",2,-87.72202179591837,41.87249830612245
759,5/17/2021,"3853 W Grenshaw St, Chicago, IL",2,-87.72183459979026,41.86703773412012
760,10/21/2020,"3943 N Hermitage Ave, Chicago, IL",2,-87.6723663,41.953692000000004
761,3/13/2020,"3977 N Francisco Ave, Chicago, IL",5,-87.70054770843545,41.95309867355967
762,9/15/2018,"3927 N Keeler Ave, Chicago, IL",2,-87.73232518725523,41.952325204575715
765,11/20/2020,"3961 N Mobile Ave, Chicago, IL",1,-87.78346252536726,41.95249299212488
766,7/30/2021,"3987 N Mozart St, Chicago, IL",1,-87.69934727888645,41.95379235464482
768,1/21/2020,"3910 N Oakley Ave, Chicago, IL",2,-87.68610217740412,41.952466393485025
769,2/11/2020,"3978 N Oriole Ave, Chicago, IL",2,-87.81717027272728,41.952313545454544
770,4/5/2022,"3977 N Page Ave, Chicago, IL",5,-87.82797957142284,41.9513915916918
771,12/20/2019,"3971 N Pioneer Ave, Chicago, IL",2,-87.83190289472292,41.95189293387096
772,9/27/2019,"3943 N Ravenswood Ave, Chicago, IL",2,-87.67431499060326,41.9539580635968
773,12/19/2019,"3931 N Whipple St, Chicago, IL",5,-87.70421108249114,41.95298104555827
774,11/22/2021,"3937 W 105Th St, Chicago, IL",1,-87.71981367802067,41.7020613
775,10/14/2021,"3954 W 58Th Pl, Chicago, IL",4,-87.72187101142326,41.78694607713907
776,5/3/2019,"3998 W 64Th Pl, Chicago, IL",3,-87.721919,41.77601
777,5/21/2019,"3938 W 84Th Pl, Chicago, IL",2,-87.71990145829817,41.739541040638834
778,9/9/2021,"3936 W Cornelia Ave, Chicago, IL",2,-87.726401180875,41.94477715
779,8/13/2019,"391 E 89Th Pl, Chicago, IL",4,-87.61474695837174,41.73184769072771
780,7/18/2016,"342 E 89Th Pl, Chicago, IL",1,-87.61581282568476,41.731995559168546
781,10/15/2021,"353 E 89Th Pl, Chicago, IL",3,-87.61558755723591,41.731834664918864
782,3/25/2016,"352 W 100Th Pl, Chicago, IL",4,-87.63289203208112,41.71182675
783,6/10/2021,"348 W 100Th Pl, Chicago, IL",5,-87.63279765864553,41.711828249999996
784,5/18/2017,"353 W Wellington Ave, Chicago, IL",4,-87.63891238527097,41.936508
787,2/7/2022,"4058 N Keystone Ave, Chicago, IL",2,-87.7293607111272,41.95482877836105
789,11/27/2018,"4052 N Kolmar Ave, Chicago, IL",3,-87.74210196028571,41.9550746
792,9/20/2019,"4066 N Plainfield Ave, Chicago, IL",1,-87.83436136421341,41.95345328547342
793,11/26/2019,"4077 S Campbell Ave, Chicago, IL",5,-87.68710703067995,41.81966694712762
794,6/23/2021,"4059 S Campbell Ave, Chicago, IL",1,-87.68696395881622,41.819401850000006
795,10/4/2021,"4141 N Bell Ave, Chicago, IL",5,-87.68467015,41.95712245
796,12/23/2019,"4123 N Harding Ave, Chicago, IL",2,-87.72634940549698,41.95597200058143
798,8/24/2021,"4137 N Keeler Ave, Chicago, IL",3,-87.7322201085141,41.9565567
800,2/24/2022,"4194 N Kilbourn Ave, Chicago, IL",2,-87.74073703262484,41.956927872362904
801,11/28/2018,"4130 N Lawndale Ave, Chicago, IL",2,-87.72044430861104,41.95617884858315
804,9/8/2021,"4145 N Mcvicker Ave, Chicago, IL",1,-87.77797738424796,41.9556949375423
806,9/15/2021,"4145 N St Louis Ave, Chicago, IL",5,-87.71533394299294,41.95647379443712
808,5/18/2021,"4169 S Berkeley Ave, Chicago, IL",2,-87.6004844855967,41.81816225
811,12/9/2019,"4138 W Nelson St, Chicago, IL",2,-87.73090695280906,41.936387385607034
812,10/11/2019,"4127 W Wellington Ave, Chicago, IL",2,-87.73043127968424,41.93531539896514
813,8/18/2016,"4217 N Avers Ave, Chicago, IL",2,-87.72395845048806,41.95790945273217
814,8/19/2017,"4211 N Avers Ave, Chicago, IL",2,-87.72376750135592,41.9577544
815,11/22/2021,"4225 N Kedvale Ave, Chicago, IL",1,-87.73086117084105,41.957774397393656
816,12/8/2018,"4249 N Mason Ave, Chicago, IL",5,-87.77546077022296,41.9581717
817,2/24/2022,"4223 N Meade Ave, Chicago, IL",3,-87.77925362579863,41.9571464357
818,9/23/2019,"4273 N Sacramento Ave, Chicago, IL",5,-87.70318280868698,41.9591617721583
819,10/4/2021,"4222 N Sawyer Ave, Chicago, IL",3,-87.70968382835387,41.9582305
820,11/28/2018,"4292 S Indiana Ave, Chicago, IL",2,-87.62152282373921,41.81678120035074
821,12/6/2019,"4230 S Prairie Ave, Chicago, IL",2,-87.61993656882831,41.817892772563226
822,9/13/2019,"4219 S Prairie Ave, Chicago, IL",5,-87.61949415677638,41.81782285
823,7/28/2021,"4239 W Roscoe St, Chicago, IL",2,-87.73376749436731,41.942566
824,9/19/2018,"4273 W Wellington Ave, Chicago, IL",2,-87.73456151363736,41.9352886971854
825,11/24/2021,"4331 N Avers Ave, Chicago, IL",5,-87.72402085903042,41.96002806606456
826,3/9/2020,"4323 N Bernard St, Chicago, IL",2,-87.71420943839202,41.95967533541911
827,1/20/2017,"4351 N Harding Ave, Chicago, IL",3,-87.72648546377705,41.96065092301204
828,3/16/2022,"4315 N Lowell Ave, Chicago, IL",2,-87.73686952096033,41.9593704389144
829,11/9/2019,"4378 N Ridgeway Ave, Chicago, IL",2,-87.72179107376918,41.96021384180844
830,10/3/2019,"4335 S Berkeley Ave, Chicago, IL",2,-87.60034599714089,41.815823949999995
831,3/4/2020,"4313 S Forrestville Ave, Chicago, IL",5,-87.61258285009225,41.81623305
832,7/27/2021,"4495 N Bernard St, Chicago, IL",1,-87.71430323329837,41.96276533643792
834,10/7/2017,"4447 N Damen Ave, Chicago, IL",2,-87.67834554654442,41.96277685
835,7/27/2021,"4488 N Drake Ave, Chicago, IL",2,-87.7169673166352,41.96267157821465
836,10/20/2021,"4471 N Francisco Ave, Chicago, IL",5,-87.70084027621309,41.962565012441765
838,2/24/2022,"4483 N Marmora Ave, Chicago, IL",2,-87.77451293142555,41.961911339904695
839,8/9/2021,"4445 N Mason Ave, Chicago, IL",4,-87.77557285675303,41.96171095
842,4/7/2018,"4427 N Menard Ave, Chicago, IL",5,-87.77188294999999,41.96126825
843,11/30/2016,"4433 N Monticello Ave, Chicago, IL",3,-87.71897132950726,41.9620697
844,8/26/2019,"4475 N Mozart St, Chicago, IL",5,-87.69961955082576,41.96262587134145
846,7/30/2018,"4454 N Sawyer Ave, Chicago, IL",5,-87.70979376506617,41.962763800000005
847,1/7/2020,"4437 S Drake Ave, Chicago, IL",5,-87.71246210260496,41.81280666823706
848,11/25/2019,"4425 S Emerald Ave, Chicago, IL",3,-87.6443548265894,41.81417247937742
849,10/27/2019,"4437 W 81St Pl, Chicago, IL",2,-87.73241778495085,41.744683
851,11/6/2018,"4432 W Jackson Blvd, Chicago, IL",2,-87.73672800830951,41.87721615
852,10/22/2016,"4485 W Leland Ave, Chicago, IL",5,-87.74098738069341,41.96619165613837
854,3/17/2022,"4553 N Beacon St, Chicago, IL",2,-87.66365540903404,41.96445245562406
857,3/17/2022,"4548 N Kenneth Ave, Chicago, IL",2,-87.74019377695382,41.96405755
858,11/7/2018,"4552 N Kostner Ave, Chicago, IL",2,-87.73882867707727,41.96420965
860,3/1/2017,"4573 N Malden St, Chicago, IL",2,-87.66228427907896,41.96484204146221
861,9/10/2019,"4536 N Meade Ave, Chicago, IL",2,-87.77988507541265,41.96330135
863,7/28/2018,"4580 N Merrimac Ave, Chicago, IL",2,-87.78355136504207,41.964398700000004
864,4/7/2022,"4593 N Sacramento Ave, Chicago, IL",2,-87.70333516313092,41.964100383320066
865,1/4/2018,"4534 N Springfield Ave, Chicago, IL",2,-87.72573337196262,41.9638686
866,8/31/2021,"4513 N Virginia Ave, Chicago, IL",2,-87.69481760441725,41.96370100464975
867,6/13/2018,"4583 N Virginia Ave, Chicago, IL",1,-87.6949732006807,41.96386396733319
872,6/3/2019,"4543 W Altgeld St, Chicago, IL",2,-87.74011442877787,41.92622744441971
873,5/17/2021,"4517 W Maypole Ave, Chicago, IL",2,-87.73883647907064,41.884282
874,1/14/2020,"4554 W Schubert Ave, Chicago, IL",5,-87.74135319318766,41.92976265
875,10/19/2021,"4688 N Avers Ave, Chicago, IL",2,-87.72441668419287,41.96617219683461
876,1/22/2020,"4664 N Kasson Ave, Chicago, IL",4,-87.73493527054873,41.96551555
877,11/30/2021,"4620 N Knox Ave, Chicago, IL",2,-87.74406672503845,41.96485986735756
879,8/2/2018,"4619 N Laramie Ave, Chicago, IL",2,-87.75751734751636,41.96490778569826
880,10/27/2021,"4649 N Winchester Ave, Chicago, IL",2,-87.67752475,41.96658853571429
881,7/16/2016,"4686 N Winchester Ave, Chicago, IL",2,-87.67774944444444,41.966757888888885
882,9/1/2021,"4684 S Ashland Ave, Chicago, IL",5,-87.66508921286292,41.808928004557345
883,7/16/2021,"4686 S Avers Ave, Chicago, IL",5,-87.72004022173367,41.80853111809038
884,3/8/2019,"4627 S Hermitage Ave, Chicago, IL",2,-87.66853599406963,41.809630930316224
885,1/25/2022,"4628 W Addison St, Chicago, IL",2,-87.74359602872197,41.94640465
887,2/8/2022,"4746 N Karlov Ave, Chicago, IL",3,-87.7306972427013,41.966983549999995
888,3/31/2022,"4767 N Kewanee Ave, Chicago, IL",1,-87.73173534680696,41.96636622849911
889,6/1/2021,"4721 S Champlain Ave, Chicago, IL",2,-87.60991747704918,41.808855300000005
890,7/29/2016,"4717 S Greenwood Ave, Chicago, IL",3,-87.59914804299918,41.80925466594922
891,1/6/2017,"4742 S Greenwood Ave, Chicago, IL",2,-87.59935674598213,41.80861454164485
892,1/31/2020,"4752 S Kenwood Ave, Chicago, IL",4,-87.59388632988448,41.80821830870958
893,5/7/2018,"4754 S Kimbark Ave, Chicago, IL",2,-87.59529854364035,41.808296333640435
894,4/25/2017,"4790 S Kimbark Ave, Chicago, IL",2,-87.5952928253272,41.808025248886196
895,8/4/2017,"4740 S Kimbark Ave, Chicago, IL",2,-87.59556601721852,41.808405050000005
896,9/20/2021,"4789 W Addison St, Chicago, IL",5,-87.74597315550487,41.94605952858543
897,11/14/2019,"4739 W Race Ave, Chicago, IL",2,-87.7447669,41.8902998
898,9/29/2021,"4856 N California Ave, Chicago, IL",1,-87.69884927025036,41.97004116926157
899,3/29/2022,"4813 N Hermitage Ave, Chicago, IL",2,-87.67249921588422,41.969300189660096
901,4/5/2022,"4810 N Merrimac Ave, Chicago, IL",2,-87.78447426530612,41.96914489795918
903,8/2/2021,"4891 S Keeler Ave, Chicago, IL",2,-87.72827273306098,41.804406057250944
904,8/2/2021,"4894 S Keeler Ave, Chicago, IL",2,-87.72849087426891,41.80433852840131
906,7/31/2018,"4864 S Langley Ave, Chicago, IL",1,-87.60903115112359,41.80652903981017
907,2/9/2022,"4894 S Laporte Ave, Chicago, IL",1,-87.74683887612423,41.80411332425944
908,2/7/2022,"4863 S Lavergne Ave, Chicago, IL",4,-87.74785519382945,41.804613940891585
913,5/17/2021,"4867 W Quincy St, Chicago, IL",5,-87.74703100860661,41.87758645525785
914,3/5/2020,"4811 W Wrightwood Ave, Chicago, IL",1,-87.74742920523445,41.92781436511309
917,10/4/2018,"4965 N Hamilton Ave, Chicago, IL",1,-87.68284696388808,41.971673571271964
918,11/2/2020,"4947 N Hamilton Ave, Chicago, IL",2,-87.6827290688259,41.9718856
919,9/18/2021,"4998 N Kildare Ave, Chicago, IL",2,-87.735642,41.971679
920,10/1/2021,"4918 N Kildare Ave, Chicago, IL",2,-87.73578335981782,41.9706353
923,2/23/2022,"4926 N Ridgeway Ave, Chicago, IL",3,-87.72209171656648,41.97067160312411
924,11/15/2019,"4964 N Seeley Ave, Chicago, IL",4,-87.68060936850267,41.971704948545955
926,6/22/2021,"4924 S Laporte Ave, Chicago, IL",1,-87.74682024984325,41.803414351096905
927,12/22/2016,"4922 S Washington Park Ct, Chicago, IL",2,-87.61530265209942,41.8050353
928,9/3/2019,"4932 W Augusta Blvd, Chicago, IL",1,-87.74919990881781,41.89872849372128
929,12/4/2019,"4928 W Barry Ave, Chicago, IL",2,-87.75051066065573,41.937183950000005
931,8/13/2021,"4952 W Eddy St, Chicago, IL",1,-87.75159162292414,41.94542705
932,3/22/2022,"4929 W Erie St, Chicago, IL",2,-87.7493363620915,41.89198135
933,1/13/2018,"4981 W Roscoe St, Chicago, IL",5,-87.75134105953997,41.94233782531844
934,8/11/2021,"4953 W Roscoe St, Chicago, IL",3,-87.7507344895612,41.94234565468637
936,12/9/2019,"4994 W Waveland Ave, Chicago, IL",5,-87.75182977200109,41.947976808038824
937,2/9/2022,"414 E 46Th St, Chicago, IL",2,-87.615863,41.811291
938,3/16/2020,"411 E 87Th St, Chicago, IL",4,-87.6140377440639,41.73642734900627
939,1/13/2020,"435 E 90Th St, Chicago, IL",2,-87.61349176915745,41.730955424080506
940,9/23/2019,"457 E 91St Pl, Chicago, IL",2,-87.61206869443436,41.728110900000004
941,10/18/2021,"472 W Briar Pl, Chicago, IL",2,-87.64187456941217,41.93880817107801
942,1/27/2022,"467 W Webster Ave, Chicago, IL",2,-87.64104084539372,41.92184877968649
943,3/30/2022,"5092 N Avers Ave, Chicago, IL",4,-87.72465034470181,41.97354100914193
944,11/7/2018,"5037 N Avers Ave, Chicago, IL",5,-87.72440798374073,41.97279734420427
945,11/9/2018,"5025 N Avers Ave, Chicago, IL",2,-87.72440341907718,41.9726373440097
946,10/20/2021,"5056 N Avers Ave, Chicago, IL",3,-87.72482631205861,41.9736052
947,12/18/2019,"5033 N Bernard St, Chicago, IL",5,-87.71443141848567,41.9730688
948,1/21/2020,"5060 N Drake Ave, Chicago, IL",5,-87.71727737037037,41.973489962962965
950,2/10/2022,"5081 N Kilbourn Ave, Chicago, IL",2,-87.74050096108995,41.97326487160872
953,12/17/2019,"5097 N Menard Ave, Chicago, IL",3,-87.77325967970067,41.973720073618956
955,10/10/2019,"5085 N Mozart St, Chicago, IL",2,-87.69996346682478,41.97364313879986
960,12/27/2019,"5050 N Sayre Ave, Chicago, IL",2,-87.80135173824046,41.973064816573256
962,7/20/2021,"5057 S Laporte Ave, Chicago, IL",5,-87.74653991385047,41.801073855542484
963,6/10/2016,"5018 S Washtenaw Ave, Chicago, IL",2,-87.69187593938193,41.80220825
964,12/17/2021,"5099 W Berteau Ave, Chicago, IL",2,-87.754637,41.956898
965,10/16/2018,"5035 W Cornelia Ave, Chicago, IL",1,-87.75333445,41.94395405
966,8/27/2021,"5082 W Dakin St, Chicago, IL",2,-87.7541538850032,41.952468271989794
968,9/24/2021,"5088 W Newport Ave, Chicago, IL",5,-87.75429403829237,41.943377364420954
969,8/17/2021,"5013 W Oakdale Ave, Chicago, IL",3,-87.75222117101985,41.933988299999996
970,3/22/2022,"5034 W Strong St, Chicago, IL",1,-87.75405992012139,41.97090195
971,8/25/2021,"5087 W Waveland Ave, Chicago, IL",5,-87.75410918210144,41.94778318070608
972,1/9/2020,"5080 W Wellington Ave, Chicago, IL",3,-87.75354823201039,41.93517483599987
975,9/17/2021,"5165 N Central Park Ave, Chicago, IL",1,-87.71831627228771,41.97467177584556
976,11/25/2020,"5173 N Drake Ave, Chicago, IL",2,-87.7170990738112,41.97485644718423
977,8/19/2019,"5122 N Kenneth Ave, Chicago, IL",1,-87.73966300324199,41.9742776
978,9/17/2018,"5192 N Menard Ave, Chicago, IL",3,-87.77345142475725,41.97507871197536
979,9/21/2021,"5157 N Menard Ave, Chicago, IL",5,-87.7732398222833,41.974654002351144
980,8/30/2019,"5126 N Monticello Ave, Chicago, IL",1,-87.71975028387921,41.97433197510332
981,8/13/2019,"5127 N Neva Ave, Chicago, IL",2,-87.80562738753639,41.97444375
983,8/9/2021,"5141 N Normandy Ave, Chicago, IL",3,-87.79365108731778,41.9750055
986,7/16/2021,"5192 S Lawler Ave, Chicago, IL",2,-87.74913580607279,41.798633609077235
987,1/25/2022,"5181 S Lawndale Ave, Chicago, IL",1,-87.71586518608122,41.799158629116775
988,5/24/2021,"5171 S Loomis Blvd, Chicago, IL",1,-87.6597732620866,41.800007444481345
989,1/9/2020,"5174 S Luna Ave, Chicago, IL",2,-87.76136642228121,41.79876253325447
990,9/23/2021,"5182 S Luna Ave, Chicago, IL",5,-87.76136254769614,41.798635024181785
991,8/10/2021,"5131 S Moody Ave, Chicago, IL",2,-87.77564241640029,41.79883785
992,7/28/2016,"5164 S Mulligan Ave, Chicago, IL",2,-87.78088653918958,41.79854197350217
994,7/23/2021,"5165 W Agatite Ave, Chicago, IL",2,-87.75673097355522,41.961437452764045
995,3/31/2022,"5187 W Concord Pl, Chicago, IL",2,-87.75521651160315,41.91034446096564
997,6/24/2021,"5178 W Drummond Pl, Chicago, IL",1,-87.75522981349587,41.928780084365975
998,11/4/2021,"5168 W Nelson St, Chicago, IL",5,-87.75577532237699,41.93605596609749
999,6/8/2021,"5147 W Newport Ave, Chicago, IL",2,-87.7562717107904,41.943051350000005
1000,2/5/2020,"5179 W Parker Ave, Chicago, IL",2,-87.75529581914634,41.930426492720464
1002,12/26/2018,"5256 N Bernard St, Chicago, IL",2,-87.71509238034874,41.97737245
1003,12/3/2019,"5253 N Bernard St, Chicago, IL",1,-87.7146729879105,41.97673909385145
1004,11/25/2019,"5268 N Laramie Ave, Chicago, IL",3,-87.75792315938071,41.97658031582711
1005,8/23/2019,"5294 N Leamington Ave, Chicago, IL",3,-87.75668467843715,41.976891122889796
1006,9/23/2019,"5252 N Leamington Ave, Chicago, IL",5,-87.75685930493698,41.97676375
1007,10/21/2019,"5241 N Lind Ave, Chicago, IL",1,-87.76179028137554,41.97666065582498
1009,8/2/2021,"5293 N Magnolia Ave, Chicago, IL",2,-87.66107559761322,41.97790750413083
1011,8/30/2021,"5231 N Milwaukee Ave, Chicago, IL",2,-87.76738619587745,41.975420774024116
1012,1/23/2020,"5220 N Normandy Ave, Chicago, IL",4,-87.79421396788413,41.976286349999995
1014,9/27/2021,"5246 N Oleander Ave, Chicago, IL",1,-87.81578766666667,41.97532485714315
1015,10/21/2019,"5274 N Oriole Ave, Chicago, IL",2,-87.81701700701633,41.97574036502156
1016,8/16/2021,"5266 N Sawyer Ave, Chicago, IL",1,-87.71003796046959,41.97699689901832
1017,8/23/2021,"5213 N St Louis Ave, Chicago, IL",3,-87.71588142939643,41.9763797346735
1018,12/11/2019,"5262 N Wayne Ave, Chicago, IL",4,-87.66369414521462,41.977386089524906
1019,12/15/2021,"5293 S Kimbark Ave, Chicago, IL",2,-87.59492184124535,41.80018109919533
1020,8/13/2021,"5225 S Luna Ave, Chicago, IL",1,-87.76111757831866,41.79773633285717
1021,10/12/2021,"5249 S Melvina Ave, Chicago, IL",2,-87.77696147038378,41.79706344895032
1023,10/18/2019,"5254 S Mobile Ave, Chicago, IL",4,-87.77979822697625,41.796319499999996
1024,9/8/2021,"5238 S Monitor Ave, Chicago, IL",1,-87.7688240362003,41.796965900000004
1025,12/16/2017,"5265 S Moody Ave, Chicago, IL",1,-87.775737666603,41.79683161067303
1026,10/4/2021,"5235 S Mulligan Ave, Chicago, IL",4,-87.78062478529586,41.797213752463655
1027,11/16/2018,"5297 S Mulligan Ave, Chicago, IL",4,-87.78059493821254,41.79622489922693
1028,12/20/2021,"5224 S Mulligan Ave, Chicago, IL",3,-87.78084963915732,41.79736948863175
1029,10/3/2019,"5283 S Neenah Ave, Chicago, IL",3,-87.78548051225081,41.79637136189322
1030,1/6/2020,"5226 S Neva Ave, Chicago, IL",5,-87.80051612856737,41.79704765413842
1032,2/14/2020,"5259 S New England Ave, Chicago, IL",2,-87.79385420597961,41.796358850000004
1033,2/11/2020,"5213 S Newcastle Ave, Chicago, IL",3,-87.79279834734562,41.79629972900006
1034,2/13/2020,"5211 S Newcastle Ave, Chicago, IL",3,-87.79320890024532,41.79656335
1035,12/13/2019,"5274 S Rutherford Ave, Chicago, IL",4,-87.79058401998931,41.79642752361299
1036,10/27/2021,"5218 S Sayre Ave, Chicago, IL",3,-87.7966904370661,41.79675395192102
1037,8/6/2021,"5254 S Wells St, Chicago, IL",2,-87.63219129163805,41.79851495
1038,2/7/2017,"5248 W Argyle St, Chicago, IL",2,-87.75877612788456,41.971307550000006
1039,3/15/2022,"5225 W Belle Plaine Ave, Chicago, IL",5,-87.75763154801598,41.955034800635886
1040,2/6/2020,"5297 W Belle Plaine Ave, Chicago, IL",2,-87.75881152523849,41.955185994321745
1041,8/20/2019,"5237 W Byron St, Chicago, IL",1,-87.75851520344828,41.95135196962389
1042,2/2/2017,"5293 W Cuyler Ave, Chicago, IL",2,-87.75926023893358,41.95426799171707
1043,8/12/2021,"5237 W Eddy St, Chicago, IL",1,-87.75761783921902,41.944997763696215
1045,8/12/2021,"5245 W Leland Ave, Chicago, IL",1,-87.7591634956342,41.96568881978664
1046,1/17/2017,"5241 W Nelson St, Chicago, IL",5,-87.75760605,41.9357408
1049,6/24/2021,"5255 W Wolfram St, Chicago, IL",3,-87.757938382389,41.93221270320819
1050,10/11/2019,"5343 N Christiana Ave, Chicago, IL",5,-87.71250324671115,41.978406461457645
1051,3/9/2022,"5332 N Ludlam Ave, Chicago, IL",3,-87.76270549984253,41.9789588
1054,2/2/2017,"5376 N Meade Ave, Chicago, IL",1,-87.78121924971319,41.978831650000004
1055,11/17/2021,"5376 N Mulligan Ave, Chicago, IL",3,-87.78648559855061,41.97905748660074
1057,2/29/2020,"5340 N Oconto Ave, Chicago, IL",2,-87.80953797395159,41.97793434984235
1058,11/15/2018,"5346 N Oketo Ave, Chicago, IL",2,-87.81206858333333,41.97783041666666
1060,5/29/2019,"5393 S Cornell, Chicago, IL",2,-87.5953256,41.7547566
1061,11/10/2021,"5383 S DreXel Ave, Chicago, IL",3,-87.60400450020258,41.798274009993946
1062,8/31/2021,"5332 S DreXel Ave, Chicago, IL",2,-87.60365289572184,41.7986929
1064,12/17/2016,"5339 S Kimbark Ave, Chicago, IL",2,-87.59510701032025,41.79829943345037
1065,3/9/2017,"5394 S Kimbark Ave, Chicago, IL",2,-87.59510637446061,41.79826355276767
1070,2/19/2020,"5346 S Rutherford Ave, Chicago, IL",5,-87.7905266997039,41.79439178993276
1072,3/21/2022,"5352 W Fletcher Ave, Chicago, IL",5,-87.6511516,41.9389943
1073,1/25/2020,"5357 W Grace St, Chicago, IL",3,-87.76133670008112,41.9497996
1074,8/6/2021,"5335 W Newport Ave, Chicago, IL",2,-87.7600631410166,41.943304880062705
1075,1/28/2020,"5399 W Oakdale Ave, Chicago, IL",5,-87.76112128,41.93416408
1076,8/19/2019,"5364 W Potomac Ave, Chicago, IL",2,-87.76083899912211,41.903921
1077,1/25/2022,"5342 W Warwick Ave, Chicago, IL",5,-87.76049472544182,41.9488923
1078,1/24/2022,"5381 W Waveland Ave, Chicago, IL",3,-87.76012692515704,41.9479913
1079,11/27/2019,"5326 W Winona St, Chicago, IL",3,-87.76169837411983,41.9744787
1080,10/7/2020,"5444 N Lovejoy Ave, Chicago, IL",2,-87.77089760341545,41.980396
1083,5/6/2017,"5484 N Linder Ave, Chicago, IL",3,-87.76605006602166,41.980951038699814
1084,10/14/2017,"5422 N Linder Ave, Chicago, IL",5,-87.7654399234568,41.9805164
1085,9/4/2019,"5473 N Ludlam Ave, Chicago, IL",2,-87.76190416979534,41.9795668
1086,11/10/2021,"5464 N Melvina Ave, Chicago, IL",2,-87.78381087334938,41.98088695
1087,9/28/2019,"5455 N Menard Ave, Chicago, IL",1,-87.77336599329863,41.97903791646698
1088,2/14/2020,"5434 N Mobile Ave, Chicago, IL",1,-87.78548501647752,41.979657916877905
1089,3/3/2022,"5460 N Natchez Ave, Chicago, IL",5,-87.78887620649577,41.980751213501215
1090,9/3/2019,"5431 N Natoma Ave, Chicago, IL",3,-87.79251505433228,41.98062081883135
1091,9/4/2019,"5459 N Neenah Ave, Chicago, IL",3,-87.79009381222289,41.98048856813095
1092,3/21/2022,"5489 N New England Ave, Chicago, IL",1,-87.79852915000001,41.97997035
1093,12/27/2019,"5457 N Newcastle Ave, Chicago, IL",2,-87.79733920210084,41.9795536
1094,10/9/2019,"5422 N Sayre Ave, Chicago, IL",1,-87.80126822812908,41.98082475915298
1095,10/1/2019,"5458 S Harding Ave, Chicago, IL",1,-87.72184228182486,41.794024179662145
1096,4/8/2017,"5435 S Harper Ave, Chicago, IL",2,-87.58893469164434,41.7974045087334
1097,10/16/2018,"5491 S Harper Ave, Chicago, IL",2,-87.58893372339352,41.797354099175166
1098,3/4/2016,"5497 S Harper Ave, Chicago, IL",2,-87.58912782657319,41.79613932865954
1099,5/13/2016,"5418 S Harper Ave, Chicago, IL",2,-87.58915540968646,41.79738993487054
1101,1/23/2020,"5439 S Hoyne Ave, Chicago, IL",2,-87.67649752372881,41.7951009
1103,6/25/2021,"5435 S Ingleside Ave, Chicago, IL",3,-87.60306221143216,41.796952450000006
1104,3/30/2017,"5460 S Ingleside Ave, Chicago, IL",2,-87.60285373220613,41.79578263699965
1105,2/15/2020,"5486 S Lotus Ave, Chicago, IL",2,-87.75839005,41.79352425
1106,1/31/2022,"5431 S Nashville Ave, Chicago, IL",3,-87.78682040978944,41.79289461162877
1107,12/2/2019,"5457 S New England Ave, Chicago, IL",2,-87.79426214917218,41.7926469
1108,10/24/2019,"5493 S Ridgewood Ct, Chicago, IL",2,-87.5923190639453,41.79736255
1110,8/31/2021,"5493 W Henderson St, Chicago, IL",3,-87.76367455930581,41.94143279239903
1111,8/16/2017,"5418 W Van Buren St, Chicago, IL",2,-87.76091591641998,41.87469350252061
1114,12/21/2019,"5581 N Christiana Ave, Chicago, IL",2,-87.71219674376178,41.9815925
1115,7/21/2021,"5580 N Christiana Ave, Chicago, IL",5,-87.71236608554206,41.9816987853656
1117,4/5/2017,"5536 N Linder Ave, Chicago, IL",1,-87.76580793273286,41.9821538559694
