,Date.Sampled,Address,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,PIN,Township Code,Neighborhood Code,Sale Price,Age,ZIP,Longitude,Latitude,Tract Median Income
430,3/1/2019,22XX W GREENLEAF ,8.37,9.68,11.6,9.72,7.69,10.8,20.1,21.0,18.9,16.4,13.4,,,,,,,,,
431,2/8/2020,22XX W LELAND AVE,7.58,8.21,9.07,11.3,16.1,25.6,30.6,31.0,27.3,29.1,5.03,14-18-106-033-0000,73.0,73041.0,,117.0,60625-2006,-87.6864991853529,41.9670867164955,82383.0
432,7/12/2019,22XX W LUNT ,11.7,12.7,15.1,26.9,42.3,44.7,42.0,36.8,35.1,33.1,28.0,,,,,,,,,
433,2/6/2019,22XX W SHAKESPEARE ,45.6,26.5,5.46,5.35,4.54,3.85,3.68,3.38,3.3,3.08,2.91,,,,,,,,,
434,10/28/2016,22XX W SHAKESPEARE AVE,15.5,18.1,10.8,10.7,6.38,11.6,5.92,5.72,5.5,5.47,5.12,14-31-121-023-0000,77.0,77170.0,,6.0,60647-3217,-87.6833176092694,41.9209084392852,133438.0
435,7/22/2019,22XX W WALTON ,6.72,17.0,19.1,17.0,12.0,11.6,10.9,10.4,9.7,7.55,4.99,,,,,,,,,
436,3/9/2022,22XX W WINNEMAC AVE,3.7,4.9,5.2,5.3,5.4,5.5,11.0,14.0,13.0,12.0,2.2,14-07-308-001-0000,73.0,73012.0,,18.0,60625-1815,-87.686426306665,41.9728651878247,89063.0
437,11/30/2021,23XX N LAKEWOOD AVE,9.5,8.8,11.0,11.0,10.0,20.0,23.0,16.0,15.0,18.0,2.6,,,,,,,,,
438,2/18/2020,23XX N MONTICELLO AVE,9.3,10.5,9.51,8.06,7.05,7.54,13.1,19.6,20.3,19.0,3.19,13-35-106-031-0000,71.0,71180.0,,127.0,60647-2353,-87.7185287646739,41.923316043655,56667.0
439,7/19/2021,23XX N NORMANDY AVE,5.42,6.01,7.98,8.76,11.6,15.5,15.6,15.5,14.1,12.9,,13-31-203-019-0000,71.0,71200.0,,93.0,60707-2939,-87.7927458836192,41.9217041301588,40262.0
440,2/19/2020,23XX N RUTHERFORD AVE,7.5,8.9,7.86,7.9,7.61,7.37,14.6,22.0,20.7,17.3,16.3,13-31-200-021-0000,71.0,71200.0,,84.0,60707-2908,-87.794182081249,41.9227246285848,40262.0
441,3/19/2019,23XX S MARSHALL BLVD,0.5,0.5,1.66,1.77,1.14,0.5,0.5,0.5,0.5,0.5,0.5,16-25-112-005-0000,77.0,77115.0,,97.0,60623-3536,-87.6983378889601,41.8496559689553,37966.0
442,2/24/2022,23XX W 107TH ST,4.4,5.5,8.4,7.9,7.4,7.4,7.1,7.0,7.4,7.1,4.0,25-18-300-011-0000,72.0,72300.0,,83.0,60643-3117,-87.6802630480057,41.6986791584934,78594.0
443,9/15/2016,23XX W 110TH ST,7.95,8.13,8.32,8.82,8.91,9.24,19.6,27.9,28.3,26.0,9.07,25-18-309-026-0000,72.0,72300.0,,111.0,60643-3218,-87.6790909929463,41.6942958821208,78594.0
444,7/13/2021,23XX W 110TH ST,3.5,3.6,3.1,3.1,2.9,3.2,3.6,3.6,3.6,3.6,,25-18-309-021-0000,72.0,72300.0,369900.0,114.0,60643-3218,-87.6802326140542,41.6942931078528,78594.0
445,8/3/2021,23XX W 116TH PL,6.4,10.9,11.6,11.4,11.7,17.7,18.2,25.5,27.6,26.7,26.0,25-19-308-060-0000,72.0,72300.0,,65.0,60643-4742,-87.680102564125,41.6814231440239,54896.0
446,11/26/2019,23XX W 35TH PL,6.47,7.65,6.35,5.67,5.15,4.63,4.11,4.22,3.96,3.98,2.94,17-31-300-024-0000,76.0,76060.0,230000.0,132.0,60609-1003,-87.6833623960894,41.8295659815662,53295.0
447,10/14/2021,23XX W 80TH ST,16.0,26.4,16.2,11.0,4.08,3.1,7.05,9.0,5.7,3.26,0.5,20-31-108-018-0000,72.0,72212.0,,62.0,60620-5910,-87.6811606170377,41.7480573227382,66886.0
448,4/1/2022,23XX W IOWA ST,27.8,26.8,4.54,3.61,3.82,3.34,3.52,3.06,2.71,3.46,6.32,17-06-320-031-0000,77.0,77052.0,,119.0,60622-4707,-87.6850862398019,41.8978539207226,85000.0
449,5/21/2021,24XX E 74TH ST,12.6,18.5,38.9,32.1,25.9,24.8,13.8,12.4,25.2,28.6,,21-30-110-040-0000,70.0,70080.0,,78.0,60649-3424,-87.5642501416539,41.7610616905269,31377.0
450,8/29/2017,24XX N BERNARD ST,25.6,26.1,20.6,15.3,14.2,13.5,12.8,6.65,11.7,11.3,7.46,13-26-425-032-0000,71.0,71070.0,,120.0,60647-2404,-87.7136902269106,41.9249969871204,75438.0
451,8/23/2021,24XX N FAIRFIELD AVE,12.2,20.0,268.0,69.7,40.6,33.53,34.0,32.6,23.0,12.6,10.2,13-25-425-006-0000,77.0,77150.0,,95.0,60647-0581,-87.6958848518647,41.9260386731635,88942.0
452,2/21/2020,24XX N LAWNDALE AVE,7.34,8.44,17.1,26.6,27.2,21.4,16.4,15.8,14.8,11.0,9.92,13-26-328-019-0000,71.0,71070.0,,107.0,60647-2321,-87.7198294120057,41.9260757227369,65417.0
453,6/21/2021,24XX N MONITOR AVE,5.91,16.7,14.9,18.8,20.2,20.4,19.2,17.8,15.0,1.9,,13-29-427-031-0000,71.0,71250.0,,54.0,60639-2327,-87.7724398712416,41.9244593075169,54464.0
454,10/7/2019,24XX S LAWNDALE AVE,4.71,5.37,10.2,10.7,12.3,15.7,15.7,14.1,11.2,9.36,4.5,16-26-115-027-0000,77.0,77115.0,,112.0,60623-3801,-87.7176636923742,41.847328265501,44492.0
455,9/21/2018,24XX S OAKLEY AVE,3.84,4.55,5.3,5.18,5.77,7.0,7.05,7.08,7.28,7.34,13.1,17-30-119-036-0000,77.0,77141.0,,134.0,60608-4964,-87.6833716529929,41.8472480805821,50039.0
456,3/29/2022,24XX S RIDGEWAY AVE,7.16,10.5,12.6,16.0,22.4,24.3,27.9,25.6,21.5,16.1,2.18,16-26-115-019-0000,77.0,77115.0,,107.0,60623-3806,-87.7181593649735,41.8464307404397,44492.0
457,2/28/2022,24XX W AUGUSTA AVE,284.0,463.0,283.0,228.0,129.0,83.2,93.3,78.8,71.8,68.5,57.2,,,,,,,,,
458,2/28/2020,24XX W BERTEAU AVE,3.98,3.05,3.4,4.45,4.72,5.94,6.59,6.66,6.58,6.89,3.66,13-13-413-001-0000,71.0,71110.0,,110.0,60618-2803,-87.6908389214268,41.9573913761346,84844.0
459,12/7/2018,24XX W BYRON ST,2.18,2.57,3.11,3.52,4.39,4.08,3.77,5.46,14.4,20.0,2.36,13-24-203-019-0000,71.0,71082.0,,122.0,60618-3710,-87.6906260325917,41.9524237168477,112386.0
460,5/20/2019,24XX W COYLE ,3.78,4.22,5.44,6.16,8.06,10.6,13.6,14.4,13.5,12.1,11.1,,,,,,,,,
461,10/6/2021,24XX W HOMER ST,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,13-36-408-052-0000,77.0,77030.0,,125.0,60647-6469,-87.6876599239693,41.91652458355,103750.0
462,1/17/2019,24XX W PENSACOLA ,3.02,4.2,1.89,1.91,1.71,1.82,1.66,1.64,1.43,1.3,1.01,,,,,,,,,
463,10/15/2021,24XX W POLK ST,24.0,7.24,5.56,5.22,4.76,4.53,4.39,4.12,3.74,3.4,2.79,16-13-411-030-0000,77.0,77103.0,,21.0,60612-5172,-87.6879077017502,41.8714041813192,80313.0
464,12/6/2021,24XX W SUPERIOR ST,9.8,12.0,29.0,23.0,24.0,23.0,25.0,20.0,17.0,7.2,4.8,16-12-207-003-0000,77.0,77120.0,,127.0,60612-1213,-87.6889232634637,41.8945434693997,86806.0
465,7/13/2021,25XX E 81ST ST,16.0,11.0,21.0,33.0,37.0,38.0,38.0,30.0,26.0,30.0,,21-31-111-027-0000,70.0,70100.0,,78.0,60617-1210,-87.5621502471911,41.7483058140383,39605.0
466,7/15/2021,25XX E 93RD ST,7.27,13.2,13.3,12.5,12.7,12.0,12.1,11.5,11.6,10.5,,26-06-309-044-0000,70.0,70130.0,,65.0,60617-4017,-87.5624745492158,41.7265626694566,40250.0
467,8/14/2018,25XX E 96TH ST,6.75,7.36,6.68,6.88,19.3,22.8,19.9,17.4,17.6,18.4,10.2,26-07-116-045-0000,70.0,70180.0,,76.0,60617-4954,-87.5608900256863,41.7205729248488,44423.0
468,3/30/2022,25XX N  SEMINARY AVE,8.7,10.7,10.3,9.79,10.1,9.8,20.6,33.6,37.6,36.2,26.2,,,,,,,,,
469,8/19/2016,25XX N CENTRAL PARK AVE,9.36,10.3,20.7,21.0,22.0,31.9,20.3,18.1,21.1,19.0,7.28,13-26-416-009-0000,71.0,71070.0,,115.0,60647-1107,-87.7167257144404,41.9277471780296,75438.0
470,9/29/2021,25XX N HARDING AVE,5.45,8.7,9.34,8.56,8.23,7.04,7.12,8.79,9.31,9.03,5.48,13-26-315-025-0000,71.0,71070.0,,117.0,60647-1023,-87.7259714984715,41.927134949172,65417.0
471,10/8/2021,25XX N HARDING AVE,10.6,9.44,16.2,17.3,19.5,16.3,14.5,14.4,10.2,8.13,10.9,13-26-316-023-0000,71.0,71070.0,,133.0,60647-1022,-87.7252533524448,41.9265863267799,65417.0
472,2/4/2019,25XX N KIMBALL ,9.65,13.8,17.0,16.6,16.8,17.9,16.7,15.4,14.2,14.8,6.78,,,,,,,,,
473,11/23/2021,25XX N LINDEN PL,28.0,30.0,30.0,38.0,35.0,26.0,22.0,19.0,24.0,31.0,7.4,13-25-320-019-0000,77.0,77150.0,,112.0,60647-2626,-87.7049817048751,41.9262039880059,91389.0
474,10/27/2018,25XX N LINDEN PL**,14.8,25.0,39.3,39.6,34.6,29.9,31.3,36.6,38.8,10.0,8.84,,,,,,,,,
475,7/28/2018,25XX N LINDEN PL**,23.4,24.3,43.3,46.7,35.4,29.7,27.9,38.5,47.3,48.4,13.3,,,,,,,,,
476,10/26/2019,25XX N MONT CLARE ,4.84,4.76,4.36,4.29,3.99,3.86,4.17,6.04,10.6,12.8,17.3,,,,,,,,,
477,1/28/2022,25XX N OAK PARK AVE,4.1,6.6,4.4,3.6,3.3,4.0,4.6,5.7,5.9,5.9,5.3,13-30-323-040-0000,71.0,71200.0,,107.0,60707-2248,-87.7956728073429,41.9261537305656,40262.0
478,1/27/2022,25XX N SHEFFIELD AVE**,5.9,7.7,9.9,3.7,11.0,13.0,17.0,24.0,32.0,31.0,27.0,,,,,,,,,
479,4/8/2022,25XX N SHEFFIELD AVE**,2.45,3.07,2.38,3.15,6.46,7.28,7.95,9.66,14.4,16.0,14.0,,,,,,,,,
480,8/21/2018,25XX N SPAULDING AVE,3.68,2.92,3.01,3.41,3.2,3.19,3.15,3.42,3.43,3.42,8.44,13-26-420-030-0000,71.0,71070.0,,59.0,60647-1404,-87.7112227375566,41.9271986521274,46276.0
481,10/17/2019,25XX N ST LOUIS AVE,8.53,10.3,14.1,17.4,16.0,15.1,14.5,16.7,17.4,17.4,8.92,,,,,,,,,
482,4/15/2016,25XX N ST LOUIS AVE,9.03,10.0,12.6,10.8,8.98,7.5,6.09,5.12,4.7,3.1,2.64,,,,,,,,,
483,12/4/2019,25XX S PRINCETON AVE,3.0,6.09,7.96,9.12,10.7,12.0,11.3,9.78,6.55,4.35,0.86,17-28-232-033-0000,76.0,76030.0,,43.0,60616-2234,-87.6348573979112,41.8459914120347,26220.0
484,8/27/2019,25XX W 109TH ST,8.96,9.27,9.48,13.2,12.6,11.9,13.7,17.3,19.3,16.0,5.92,24-13-420-013-0000,72.0,72423.0,,75.0,60655-1204,-87.6843330838413,41.6951500934566,93103.0
485,11/8/2021,25XX W 117TH ST,2.18,2.86,3.23,3.57,3.9,3.86,3.83,3.89,7.69,10.7,3.33,24-24-407-008-0000,72.0,72423.0,177000.0,68.0,60655-1540,-87.6854757395429,41.6811084840921,88224.0
486,1/19/2017,25XX W 45TH PL,6.37,8.93,13.4,18.5,19.7,18.4,16.5,12.3,9.91,8.4,7.73,19-01-420-060-0000,72.0,72040.0,,55.0,60632-1317,-87.687675580868,41.8113771777442,42946.0
487,4/4/2018,25XX W 80TH PL***,3.45,7.18,7.84,7.22,6.93,7.31,10.0,9.46,9.08,8.83,6.01,,,,,,,,,
488,5/12/2017,25XX W 80TH PL***,2.89,4.26,5.9,,,,,,,,7.02,,,,,,,,,
489,7/18/2017,25XX W 80TH PL***,8.46,12.9,14.0,13.2,9.5,14.8,17.8,16.0,16.2,16.1,13.2,,,,,,,,,
490,11/8/2018,25XX W BELDEN AVE,4.81,8.29,13.2,11.6,10.4,12.4,10.7,9.74,6.1,5.14,4.36,13-36-208-024-0000,77.0,77030.0,,129.0,60647-3107,-87.6902964978655,41.9234962302492,64495.0
491,12/20/2018,25XX W FARGO ,3.97,3.28,2.3,3.0,3.87,6.17,5.31,5.18,8.1,10.5,11.3,,,,,,,,,
492,10/10/2019,25XX W HUTCHINSON ST,3.03,2.52,4.28,4.85,5.45,5.74,5.38,5.9,6.59,5.78,6.61,13-13-405-032-0000,71.0,71110.0,,107.0,60618-1504,-87.69290201968,41.9588144292232,84844.0
493,7/22/2016,25XX W JARVIS AVE,4.25,10.1,4.5,3.54,7.48,6.32,4.82,5.58,8.52,12.1,15.3,10-25-419-041-0000,75.0,75010.0,,66.0,60645-1618,-87.6929260486653,42.0155867664185,66831.0
494,1/21/2022,26XX E 79TH ST,2.3,3.6,3.4,3.7,7.5,16.0,16.0,13.0,14.0,12.0,1.9,21-30-329-024-0000,70.0,70080.0,35000.0,117.0,60649-5210,-87.5607094676489,41.7520942437207,21933.0
495,7/30/2019,26XX N NEW ENGLAND  ,6.92,16.3,13.2,9.84,9.82,10.3,9.68,10.0,9.73,9.43,7.97,,,,,,,,,
496,4/1/2022,26XX N SACRAMENTO AVE,6.31,6.1,6.36,6.21,6.66,7.17,7.32,6.1,6.68,10.4,13.7,13-25-312-002-0000,77.0,77151.0,,119.0,60647-1713,-87.7021156908918,41.9300027144648,95333.0
497,6/29/2017,26XX N SEMINARY AVE,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14-29-410-035-0000,73.0,73093.0,825000.0,142.0,60614-1310,-87.6559562694555,41.9293500651979,113409.0
498,6/23/2021,26XX S KOMENSKY AVE,6.1,6.73,12.1,13.6,12.3,12.0,12.0,12.0,10.6,7.46,,16-27-406-036-0000,77.0,77115.0,,91.0,60623-4444,-87.7260855145747,41.8430815078663,35925.0
499,11/5/2019,26XX W 104TH ST,4.7,5.47,5.61,5.83,5.95,5.75,5.61,5.47,5.94,17.2,13.5,24-13-203-019-0000,72.0,72432.0,,69.0,60655-1605,-87.6871187381719,41.7047746987105,119500.0
500,6/4/2021,26XX W 24TH PL,3.3,3.6,8.4,12.0,11.0,11.0,9.4,5.7,5.2,6.1,,16-25-213-033-0000,77.0,77115.0,,132.0,60608-4612,-87.6918874736471,41.8478570201376,27328.0
501,10/19/2019,26XX W 79TH PL,2.79,2.96,3.17,3.1,2.98,3.25,3.07,2.97,3.18,3.11,1.94,19-36-203-027-0000,72.0,72200.0,,68.0,60652-1747,-87.6883017193929,41.7493750545137,66886.0
502,8/28/2019,26XX W 83RD PL,3.08,3.75,6.94,7.22,6.46,6.03,6.0,6.11,6.88,7.17,3.53,19-36-405-016-0000,72.0,72230.0,,55.0,60652-3928,-87.6887652135963,41.7420799783022,95750.0
503,11/12/2019,26XX W EASTWOOD ,4.78,6.42,8.2,7.94,7.27,6.68,5.9,5.55,5.39,4.21,2.89,,,,,,,,,
504,2/1/2022,26XX W WILSON AVE,5.1,3.9,3.9,3.8,3.5,3.1,2.9,2.8,2.6,2.3,1.7,13-13-217-007-0000,71.0,71110.0,,106.0,60625-3027,-87.6947344641515,41.9645559968477,76809.0
505,10/17/2019,26XX W WILSON AVE,5.55,7.56,8.14,8.43,8.31,8.4,7.46,6.76,7.37,10.0,17.7,13-13-217-012-0000,71.0,71110.0,,110.0,60625-3027,-87.6941829771277,41.9645614763473,76809.0
506,3/3/2022,26XX W WINDSOR AVE,8.25,6.53,6.73,6.75,5.98,5.9,5.24,5.33,5.57,5.31,4.12,13-13-221-006-0000,71.0,71110.0,,106.0,60625-3029,-87.693991708256,41.9637100053664,76809.0
507,11/3/2021,27XX N BOSWORTH AVE,13.8,13.9,12.7,20.2,32.6,38.3,40.6,35.8,32.8,32.3,6.88,14-29-300-044-0000,73.0,73093.0,1010000.0,127.0,60614-1110,-87.667481482728,41.9310105561004,157125.0
508,3/14/2019,27XX N MCVICKER ,5.63,6.13,4.49,5.84,6.91,8.78,11.3,10.1,8.29,8.17,7.32,,,,,,,,,
509,4/18/2019,27XX N MONITOR ,4.14,3.82,4.96,7.45,7.19,7.12,7.18,7.1,8.05,7.61,4.2,,,,,,,,,
510,10/24/2019,27XX N MOZART ,14.2,15.5,16.1,14.4,11.6,13.3,13.8,17.7,15.5,10.9,4.37,,,,,,,,,
511,11/26/2018,27XX N MOZART AVE,4.43,4.15,13.3,22.6,25.2,21.4,18.4,16.5,15.2,12.8,9.38,,,,,,,,,
512,12/30/2019,27XX N RACINE AVE,33.6,4.6,6.96,24.2,24.0,18.3,13.8,121.0,10.2,8.07,2.38,14-29-306-032-0000,73.0,73093.0,,142.0,60614-1206,-87.6590126673791,41.931268264205,155729.0
513,2/10/2020,27XX N SEMINARY AVE,3.41,3.69,3.94,4.04,4.76,4.99,4.85,4.22,3.78,5.55,3.0,14-29-400-055-0000,73.0,73093.0,,25.0,60614-1380,-87.6561136786679,41.9310250940901,113409.0
514,11/9/2021,27XX N TROY ST,6.34,9.98,14.9,17.3,15.8,14.8,13.8,13.0,11.8,10.4,3.05,13-25-301-001-0000,77.0,77151.0,,117.0,60647-1507,-87.7058493547759,41.9319072273911,91389.0
515,5/20/2017,27XX N WAYNE AVE,7.23,7.19,8.08,10.8,10.9,11.8,25.2,31.5,31.9,28.8,19.0,14-29-304-014-0000,73.0,73093.0,,22.0,60614-1231,-87.6619564040942,41.9311828462834,155729.0
516,1/7/2020,27XX N WHIPPLE ST,6.49,6.73,8.22,14.7,19.2,20.7,21.7,21.9,21.5,19.8,9.83,13-25-303-018-0000,77.0,77151.0,,117.0,60647-1727,-87.7033568065763,41.9305186404295,91389.0
517,2/28/2016,27XX N WILTON AVE**,22.3,25.7,29.8,33.5,38.0,39.9,38.3,35.2,31.3,26.2,19.4,,,,,,,,,
518,4/20/2017,27XX N WILTON AVE**,15.7,24.7,29.5,36.3,38.0,41.0,39.7,39.8,32.3,26.4,23.4,,,,,,,,,
519,1/17/2020,27XX S KILDARE AVE,4.4,6.0,16.7,16.9,15.7,14.5,12.8,11.5,11.1,10.2,3.72,16-27-409-023-0000,77.0,77115.0,,112.0,60623-4348,-87.7321144907123,41.8411488360738,34427.0
520,8/2/2021,27XX W 15TH PL,5.0,5.2,5.9,7.4,10.0,9.3,8.7,8.3,7.7,7.4,,16-24-225-012-0000,77.0,77091.0,,127.0,60608-1701,-87.694763888247,41.8598868597893,47321.0
521,6/29/2021,27XX W 23RD PL,7.04,14.7,12.2,12.0,11.5,10.5,10.2,10.2,9.81,9.22,,16-25-210-013-0000,77.0,77115.0,,118.0,60608-3603,-87.6939411087727,41.8489312824165,27328.0
522,6/21/2019,27XX W AUGUSTA ,7.17,8.41,13.2,22.0,15.7,13.7,13.5,13.9,15.8,16.1,14.2,,,,,,,,,
523,4/11/2022,27XX W FARWELL AVE,12.3,2.67,2.42,2.5,267.0,2.42,2.92,9.71,11.41,10.0,3.23,10-36-223-028-0000,75.0,75023.0,,96.0,60645-4515,-87.6985314885809,42.0060357853931,72572.0
524,2/4/2020,27XX W LEXINGTON ST**,11.6,26.2,18.2,14.5,17.0,24.0,52.7,70.0,42.0,29.7,20.6,,,,,,,,,
525,9/11/2019,27XX W LEXINGTON ST**,5.75,8.06,10.7,10.7,13.4,22.7,56.7,169.0,89.6,41.7,24.7,,,,,,,,,
526,7/29/2019,27XX W LOGAN BLVD,18.0,18.0,17.1,17.4,17.6,18.1,17.9,18.3,18.4,18.2,35.3,13-25-409-027-0000,77.0,77150.0,,129.0,60647-1832,-87.6954418658511,41.9290405210783,88942.0
527,3/31/2019,27XX W LOGAN BLVD,4.4,6.0,16.7,16.9,15.7,14.5,12.8,11.5,11.1,10.2,3.72,13-25-408-026-0000,77.0,77150.0,,124.0,60647-1870,-87.6970206183636,41.9290277267607,88942.0
528,4/6/2022,27XX W LUNT AVE,3.32,4.56,6.08,11.6,7.45,5.82,5.79,5.96,7.65,8.1,8.07,10-36-215-018-0000,75.0,75023.0,,95.0,60645-3005,-87.6978189559214,42.0082386717734,72572.0
529,10/7/2019,27XX W MORSE AVE,5.83,6.07,7.26,9.13,9.59,12.8,20.4,22.8,20.4,16.2,15.9,10-36-219-028-0000,75.0,75023.0,,71.0,60645-4519,-87.6984065131638,42.0069412239731,72572.0
530,7/27/2021,27XX W NELSON ST,2.72,3.38,3.26,3.04,6.75,8.43,8.12,8.31,10.2,11.8,,13-25-210-020-0000,77.0,77150.0,,119.0,60618-7119,-87.6956029220804,41.9364389599183,72366.0
531,8/20/2019,27XX W WILSON AVE,4.31,5.9,10.5,12.0,12.6,15.2,17.3,15.2,14.1,13.2,5.48,13-13-215-011-0000,71.0,71110.0,,57.0,60625-3744,-87.6976696128802,41.964534786521,71366.0
532,11/13/2019,28XX N LAWNDALE ,4.78,4.97,5.82,5.62,5.78,5.59,7.04,13.6,14.9,13.5,14.5,,,,,,,,,
533,3/21/2019,28XX N MONITOR ,3.34,4.21,3.69,5.42,6.31,7.7,12.3,13.2,11.8,11.3,2.27,,,,,,,,,
534,1/21/2022,28XX N RICHMOND ST,3.5,3.8,3.8,4.8,4.2,3.8,34.0,2.7,2.1,1.5,1.1,13-25-133-029-0000,77.0,77150.0,560000.0,122.0,60618-7705,-87.7016769188936,41.9330597126753,64569.0
535,11/2/2016,28XX N RIDGEWAY AVE**,7.18,13.2,15.2,14.9,15.0,15.9,16.8,15.9,14.0,10.1,7.05,,,,,,,,,
536,4/28/2017,28XX N RIDGEWAY AVE**,0.5,2.36,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
537,7/31/2019,28XX N SAWYER ,6.07,6.75,5.76,5.56,4.84,4.47,4.22,4.18,4.03,3.59,4.09,,,,,,,,,
538,1/28/2019,28XX N WHIPPLE ,3.49,4.48,5.71,5.09,4.78,4.75,15.0,5.98,18.5,17.6,14.6,,,,,,,,,
539,4/5/2019,28XX S KILDARE ,6.36,5.62,9.11,6.28,5.82,5.2,4.18,3.27,3.54,3.15,1.82,,,,,,,,,
540,9/20/2021,28XX S POPLAR AVE,3.85,2.8,3.03,3.59,5.79,4.89,5.04,3.83,2.73,2.53,2.24,17-29-414-040-0000,76.0,76050.0,,132.0,60608-5910,-87.6510765261334,41.8424679962463,57308.0
541,10/25/2021,28XX W 103RD PL,6.0,7.6,6.6,7.4,12.0,17.0,20.0,21.0,21.0,21.0,3.6,,,,,,,,,
542,6/4/2021,28XX W 38TH ST,3.23,3.33,3.84,4.2,4.15,3.72,3.71,3.56,3.19,3.16,,16-36-319-021-0000,76.0,76060.0,,127.0,60632-1727,-87.695111243153,41.8243383772033,43667.0
543,10/29/2021,28XX W BALMORAL AVE,3.6,4.5,3.7,4.9,6.2,6.0,5.0,9.5,9.8,9.2,7.3,13-12-111-024-0000,71.0,71042.0,,69.0,60625-3206,-87.7004039038894,41.9797257794698,90250.0
544,9/6/2019,28XX W CHASE AVE,13.3,15.7,17.0,18.6,18.1,18.8,23.5,25.6,25.2,24.8,7.65,10-25-324-016-0000,75.0,75010.0,,79.0,60645-1212,-87.7017025220552,42.0141025379722,66831.0
545,7/23/2019,28XX W COYLE ,5.92,4.85,5.82,6.01,6.07,5.65,7.6,9.73,10.0,10.4,12.1,,,,,,,,,
546,2/28/2019,28XX W DICKENS ,42.8,20.4,18.6,16.6,12.9,11.5,9.41,8.96,8.66,9.0,2.39,,,,,,,,,
547,6/10/2021,28XX W DIVISION ST**,38.0,48.0,53.0,52.0,51.0,51.0,47.0,46.0,51.0,49.0,,,,,,,,,,
548,8/4/2021,28XX W DIVISION ST**,37.0,52.0,58.0,55.0,57.0,55.0,53.0,53.0,55.0,55.0,,,,,,,,,,
549,11/30/2021,28XX W EASTWOOD AVE,13.9,13.8,12.6,12.2,19.2,32.4,29.4,24.8,25.1,29.5,9.32,13-13-111-021-0000,71.0,71110.0,,101.0,60625-3710,-87.6992959200755,41.9659108615713,71366.0
550,4/15/2019,28XX W GIDDINGS ,8.2,9.45,8.76,9.28,9.35,9.43,9.71,8.99,9.16,9.13,9.44,,,,,,,,,
551,9/14/2021,28XX W GREENLEAF AVE,6.81,9.05,12.0,13.0,13.4,14.8,21.8,29.0,29.1,30.0,23.9,10-36-106-027-0000,75.0,75040.0,333000.0,90.0,60645-2914,-87.7008915133384,42.0095988015547,54496.0
552,3/29/2022,28XX W GREGORY ST,5.72,10.1,16.5,16.9,17.5,17.9,17.0,14.2,14.0,13.2,8.08,13-12-104-023-0000,71.0,71042.0,,69.0,60625-3202,-87.7009330358739,41.982460971046,90250.0
553,10/14/2021,28XX W LELAND AVE,7.24,4.42,6.22,6.47,6.31,6.96,13.1,18.2,17.7,18.4,15.9,13-13-111-003-0000,71.0,71110.0,,104.0,60625-3713,-87.7006643520999,41.966430600654,71366.0
554,2/3/2022,28XX W NELSON ST,4.3,5.2,18.0,21.0,19.0,17.0,15.0,13.0,11.0,11.0,9.6,13-25-117-013-0000,77.0,77150.0,625000.0,130.0,60618-7011,-87.6988546664827,41.9363868253253,61739.0
555,7/16/2021,28XX W RASCHER AVE,3.9,2.8,3.0,4.0,6.4,8.0,9.0,8.9,8.7,8.4,,13-12-109-051-0000,71.0,71042.0,,71.0,60625-3214,-87.701121736973,41.9806333856667,90250.0
556,9/24/2021,29XX E 101ST ST,6.9,13.0,7.2,6.4,7.0,7.3,8.2,12.0,13.0,14.0,11.0,26-07-159-041-0000,70.0,70180.0,,66.0,60617-5803,-87.5533065245784,41.7121278401656,36081.0
557,5/21/2021,29XX E 89TH ST,4.94,5.21,4.28,4.0,3.93,3.81,3.63,3.71,3.48,3.47,,26-06-215-023-0000,70.0,70100.0,31500.0,132.0,60617-3112,-87.5531242492105,41.7335279353036,30417.0
558,9/30/2021,29XX N  WOODARD ST,6.56,11.0,22.8,21.6,21.3,23.6,23.4,20.5,15.2,7.58,5.39,,,,,,,,,
559,2/9/2022,29XX N BURLING ST,11.0,20.0,24.0,22.0,21.0,18.0,15.0,13.0,10.0,7.3,3.0,14-28-115-008-0000,73.0,73150.0,,122.0,60657-6553,-87.6475127337525,41.9349435425889,97305.0
560,8/11/2018,29XX N KENNETH AVE,20.6,16.3,15.6,14.2,13.6,14.2,16.5,31.0,44.5,,,13-27-121-005-0000,71.0,71120.0,,94.0,60641-5336,-87.7377754164835,41.9348414243163,41131.0
561,2/3/2022,29XX N KILDARE AVE,3.3,7.7,8.8,9.1,9.1,6.4,4.8,4.5,5.1,5.2,1.5,13-27-217-033-0000,71.0,71120.0,,94.0,60641-5343,-87.7351485575423,41.9339292838665,41131.0
562,10/21/2021,29XX N LOWELL AVE,8.7,19.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,19.0,13-27-216-025-0000,71.0,71120.0,,93.0,60641-5352,-87.736176674953,41.9344932342433,41131.0
563,11/17/2020,29XX N LUNA AVE,7.85,10.6,10.8,9.79,12.0,17.1,21.8,18.6,15.5,14.1,,13-28-116-033-0000,71.0,71260.0,,95.0,60641-4844,-87.7654616534065,41.933927978252,55069.0
