,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude,raw_address,place_id
191,6/28/2019,"1722 W 100Th Pl, Chicago, IL",1,22.6,20.8,25.6,26.1,25.1,23.4,22.0,23.1,23.9,23.8,16.1,-87.66577933694415,41.71137135,"{'house_number': '1722', 'road': 'West 100th Place', 'suburb': 'Beverly', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60643', 'country': 'United States', 'country_code': 'us'}",155413863
192,12/18/2019,"1771 W 105Th St, Chicago, IL",2,22.6,20.8,25.6,26.1,25.1,23.4,22.0,23.1,23.9,23.8,16.1,-87.66624284094063,41.7027975287066,"{'house_number': '1741', 'road': 'West 105th Street', 'suburb': 'Beverly', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60643', 'country': 'United States', 'country_code': 'us'}",155435422
193,10/14/2021,"1784 W 106Th St, Chicago, IL",4,14.7,5.17,5.61,5.89,5.8,5.26,5.26,3.92,3.74,3.57,1.56,-87.66648370117957,41.70113665517183,"{'house_number': '1748', 'road': 'West 106th Street', 'suburb': 'Beverly', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60643', 'country': 'United States', 'country_code': 'us'}",155729931
194,4/5/2018,"1734 W 18Th Pl, Chicago, IL",2,10.7,12.5,17.4,22.0,24.2,24.1,22.1,19.6,18.7,17.1,10.9,-87.67003279734078,41.8570253,"{'house_number': '1734', 'road': 'West 18th Place', 'suburb': 'Lower West Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60608', 'country': 'United States', 'country_code': 'us'}",155442735
195,6/16/2021,"1792 W 89Th St, Chicago, IL",5,45.6,4.63,6.25,4.07,4.15,3.8,2.9,3.0,5.85,5.9,2.65,-87.66762303729607,41.73214,"{'house_number': '1756-1758', 'road': 'West 89th Street', 'neighbourhood': 'Brainerd', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155699212
196,9/6/2019,"1752 W Henderson St, Chicago, IL",2,4.2,5.51,5.68,5.24,8.11,15.7,16.3,15.9,15.4,14.4,6.84,-87.67241525805825,41.94245911546077,"{'house_number': '1730', 'road': 'West Henderson Street', 'suburb': 'Lake View', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",155558375
197,1/3/2020,"1769 W Highland Ave, Chicago, IL",2,1.7,2.14,2.5,2.52,2.14,2.06,1.94,1.68,1.68,1.64,1.48,-87.67441856321432,41.996712535214286,"{'house_number': '1763-1775', 'road': 'West Highland Avenue', 'neighbourhood': 'Edgewater', 'suburb': 'West Ridge', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60660', 'country': 'United States', 'country_code': 'us'}",155917436
198,8/20/2019,"1737 W Thorndale Ave, Chicago, IL",5,7.64,7.76,7.88,7.3,7.04,13.6,21.5,21.0,21.3,21.6,18.4,-87.67331209846488,41.98843651959859,"{'house_number': '5906-5908', 'road': 'North Hermitage Avenue', 'neighbourhood': 'Edgewater', 'suburb': 'Edgewater', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60660', 'country': 'United States', 'country_code': 'us'}",155979199
199,12/9/2019,"1784 W Wrightwood Ave, Chicago, IL",2,16.1,23.2,28.7,38.9,39.9,41.3,40.0,39.9,39.8,41.7,45.4,-87.6726488676474,41.92880159144042,"{'house_number': '1760', 'road': 'West Wrightwood Avenue', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",298934123
200,12/30/2016,"1899 N Dayton St, Chicago, IL",2,8.28,11.5,12.3,13.2,13.3,12.8,11.3,10.3,9.2,7.8,6.72,-87.649538,41.915892,"{'house_number': '1875', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156829865
201,3/25/2017,"1885 N Dayton St, Chicago, IL",1,4.14,5.23,5.34,6.37,5.41,6.11,5.52,12.4,16.8,13.3,21.9,-87.64952832940786,41.91561243197262,"{'house_number': '1863-1865', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155663298
202,11/10/2021,"1886 N Dayton St, Chicago, IL",2,3.5,4.38,5.89,5.52,4.84,4.18,4.26,3.68,3.44,3.25,3.42,-87.64974993437494,41.91564751640455,"{'house_number': '1862', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156074614
203,7/16/2016,"1880 N Dayton St, Chicago, IL",2,8.19,9.02,9.89,10.3,9.4,11.3,10.2,15.3,19.8,20.9,28.4,-87.64974556247883,41.915527768822365,"{'house_number': '1862', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156074614
204,1/10/2017,"1878 N Dayton St, Chicago, IL",3,16.1,29.5,31.6,18.1,10.5,9.42,9.09,7.68,10.1,11.9,7.11,-87.649744203649,41.91548784942198,"{'house_number': '1856', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156345328
205,1/10/2017,"1891 N Dayton St, Chicago, IL",5,5.93,8.04,10.6,10.2,19.5,23.8,24.9,25.8,27.3,28.0,26.3,-87.64953247394736,41.9157322468415,"{'house_number': '1871', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155674133
206,10/13/2016,"1876 N Dayton St, Chicago, IL",3,7.18,8.45,15.1,17.3,18.2,17.7,16.9,17.7,17.9,16.4,14.8,-87.6497428448192,41.91544793002159,"{'house_number': '1856', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156345328
207,1/10/2017,"1880 N Dayton St, Chicago, IL",5,6.4,5.8,5.9,6.1,5.8,6.2,7.1,7.4,8.0,8.3,20.0,-87.64974556247883,41.915527768822365,"{'house_number': '1862', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156074614
208,4/24/2017,"1890 N Dayton St, Chicago, IL",5,9.75,14.0,15.0,16.2,22.6,27.2,27.8,29.5,29.2,25.4,28.4,-87.64975295624996,41.9157273442697,"{'house_number': '1864-1874', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156818659
209,7/24/2017,"1833 N Dayton St, Chicago, IL",5,8.51,8.49,8.67,9.08,11.5,9.95,14.6,18.5,21.8,23.0,22.9,-87.64936354846375,41.91470255,"{'house_number': '1829-1833', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155655236
210,6/4/2018,"1875 N Dayton St, Chicago, IL",5,6.47,6.74,7.03,7.23,7.72,8.32,8.59,8.93,12.6,17.4,15.8,-87.64937847625629,41.9159256,"{'house_number': '1875', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156829865
211,10/13/2019,"1855 N Dayton St, Chicago, IL",3,7.86,6.74,9.33,9.73,10.3,10.8,15.5,22.7,22.0,22.6,23.7,-87.64935542310994,41.9153659,"{'house_number': '1855', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155642183
212,12/12/2019,"1862 N Hudson Ave, Chicago, IL",5,10.8,8.3,6.89,7.06,6.78,6.55,6.75,7.29,8.67,13.3,16.8,-87.64006408965334,41.915888300474,"{'house_number': '1838', 'road': 'North Hudson Avenue', 'neighbourhood': 'Belgravia Terrace', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155773605
213,5/27/2021,"1825 N Luna Ave, Chicago, IL",2,4.78,8.75,9.98,8.48,5.68,3.25,1.59,1.18,1.2,1.11,1.04,-87.76404788159203,41.9138478,"{'house_number': '1825', 'road': 'North Luna Avenue', 'police_beat': 'Beat 2532', 'suburb': 'Austin', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60639', 'country': 'United States', 'country_code': 'us'}",143682045
214,2/9/2022,"1887 N Mobile Ave, Chicago, IL",2,16.3,18.6,35.2,35.2,34.4,35.1,31.8,28.0,23.8,20.4,3.87,-87.7821334103354,41.914311947246354,"{'house_number': '1849', 'road': 'North Mobile Avenue', 'police_beat': 'Beat 2513', 'suburb': 'Austin', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60639', 'country': 'United States', 'country_code': 'us'}",143931066
215,1/24/2020,"1872 N Mohawk St, Chicago, IL",3,15.3,17.1,26.4,34.6,34.0,36.3,34.5,34.4,33.2,33.7,7.92,-87.64249829166666,41.916251208333335,"{'house_number': '1856', 'road': 'North Mohawk Street', 'neighbourhood': 'Belgravia Terrace', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155708435
216,12/13/2021,"1889 N Natchez Ave, Chicago, IL",2,9.76,10.8,21.0,37.9,38.3,37.7,36.0,38.0,38.8,37.8,26.5,-87.78831367745302,41.91427699295389,"{'house_number': '1851', 'road': 'North Natchez Avenue', 'police_beat': 'Beat 2513', 'suburb': 'Austin', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60707', 'country': 'United States', 'country_code': 'us'}",144005040
217,2/1/2022,"1816 N Wilmot Ave, Chicago, IL",1,2.6,25.0,3.7,6.6,10.0,10.0,8.8,7.6,7.2,6.3,6.0,-87.68295416635746,41.914824634015766,"{'house_number': '1814', 'road': 'North Wilmot Avenue', 'neighbourhood': 'Bucktown', 'suburb': 'Logan Square', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60647', 'country': 'United States', 'country_code': 'us'}",155492352
218,9/21/2019,"1851 S Fairfield Ave, Chicago, IL",1,9.02,9.77,10.1,9.97,9.4,13.6,20.9,22.0,24.4,24.1,20.6,-87.6940848936555,41.85591505,"{'house_number': '1851', 'road': 'South Fairfield Avenue', 'suburb': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60608', 'country': 'United States', 'country_code': 'us'}",144098551
219,9/28/2019,"1870 S Fairfield Ave, Chicago, IL",2,4.2,4.2,4.2,4.9,7.2,14.0,16.0,13.0,8.9,6.1,5.4,-87.69445616799604,41.85611372610044,"{'house_number': '1844', 'road': 'South Fairfield Avenue', 'suburb': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60608', 'country': 'United States', 'country_code': 'us'}",144076506
220,9/3/2019,"1893 W 34Th St, Chicago, IL",4,4.1,5.6,8.9,6.4,7.1,7.8,6.5,6.6,7.6,7.8,10.0,-87.67262528365654,41.83216513230054,"{'house_number': '1855', 'road': 'West 34th Street', 'neighbourhood': 'Mount Pleasant', 'suburb': 'McKinley Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60608', 'country': 'United States', 'country_code': 'us'}",155605150
221,4/30/2016,"1812 W Cuyler Ave, Chicago, IL",2,9.9,9.5,11.0,15.0,17.0,21.0,23.0,21.0,17.0,14.0,10.0,-87.67527644379942,41.95522871042344,"{'house_number': '1824', 'road': 'West Cuyler Avenue', 'neighbourhood': 'Cuyler', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",155904156
222,7/26/2021,"1829 W Estes Ave, Chicago, IL",2,10.8,10.8,6.18,5.99,5.76,4.43,5.9,4.94,2.78,2.18,1.82,-87.67709213149868,42.01114455,"{'house_number': '1829', 'road': 'West Estes Avenue', 'suburb': 'Rogers Park', 'city': 'Chicago', 'municipality': 'Rogers Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60645', 'country': 'United States', 'country_code': 'us'}",155816200
223,8/27/2016,"1888 W Wellington Ave, Chicago, IL",3,11.2,10.9,16.3,36.4,30.7,28.0,20.3,20.7,20.7,19.3,17.1,-87.6755141567257,41.93604282920298,"{'house_number': '1850', 'road': 'West Wellington Avenue', 'neighbourhood': 'Bricktown', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",155524092
224,1/14/2017,"1935 N Dayton St, Chicago, IL",3,6.12,7.33,10.6,11.8,12.8,30.9,38.4,36.2,27.6,20.8,7.43,-87.64943590874317,41.917048,"{'house_number': '1935', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155810249
225,4/22/2017,"1928 N Dayton St, Chicago, IL",1,1.01,3.63,6.78,6.8,3.68,4.52,4.52,4.64,5.33,4.06,1.41,-87.6497849113191,41.91667715558882,"{'house_number': '1922', 'road': 'North Dayton Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156040099
226,9/16/2019,"1971 N Humboldt Blvd, Chicago, IL",2,5.08,7.02,10.2,11.6,15.7,14.4,13.3,12.2,11.7,12.1,3.59,-87.70253020750906,41.91687844355893,"{'house_number': '1940-1942', 'road': 'North Humboldt Boulevard', 'suburb': 'Logan Square', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60647', 'country': 'United States', 'country_code': 'us'}",155736044
227,11/24/2021,"1961 N Lincoln Ave, Chicago, IL",2,3.12,3.02,2.7,2.47,2.21,2.54,11.6,15.3,14.1,2.31,1.14,-87.63789383010382,41.9179727,"{'house_number': '1955-1961', 'road': 'North Lincoln Avenue', 'neighbourhood': 'Belgravia Terrace', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60610', 'country': 'United States', 'country_code': 'us'}",155773954
228,12/9/2021,"1948 N Oakley Ave, Chicago, IL",3,4.06,3.85,6.88,11.9,11.1,11.3,11.6,12.2,12.3,12.0,16.9,-87.68505453208019,41.91714723492632,"{'house_number': '1932', 'road': 'North Oakley Avenue', 'neighbourhood': 'Bucktown', 'suburb': 'Logan Square', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60647', 'country': 'United States', 'country_code': 'us'}",155357679
229,3/19/2022,"1970 S Loomis St, Chicago, IL",2,5.62,8.64,7.8,12.6,6.77,5.8,5.49,5.04,5.3,4.8,3.51,-87.66136236678383,41.85546358311549,"{'house_number': '1916', 'road': 'South Loomis Street', 'neighbourhood': 'Pilsen', 'suburb': 'Lower West Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60608', 'country': 'United States', 'country_code': 'us'}",155960425
230,12/13/2016,"1931 W 115Th St, Chicago, IL",2,20.5,8.26,7.45,7.34,8.01,7.53,6.95,6.52,6.47,5.94,4.27,-87.66943106976744,41.68458944186047,"{'house_number': '1919', 'road': 'West 115th Street', 'suburb': 'Morgan Park', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60643', 'country': 'United States', 'country_code': 'us'}",155803382
231,1/27/2020,"1974 W Addison St, Chicago, IL",2,8.9,9.46,8.85,8.47,7.9,10.8,22.0,24.2,21.6,19.8,4.23,-87.67826215384615,41.94694984615385,"{'house_number': '1946-1958', 'road': 'West Addison Street', 'neighbourhood': 'Roscoe Village', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",155951657
232,8/17/2018,"1961 W Bradley Pl, Chicago, IL",4,3.75,6.39,7.72,11.3,9.87,8.47,7.93,7.89,7.56,6.13,8.11,-87.6782176,41.949521520000005,"{'house_number': '1955-1957', 'road': 'West Bradley Place', 'neighbourhood': 'Cuyler', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",155510983
233,8/18/2021,"1975 W Bradley Pl, Chicago, IL",2,2.1,2.7,120.0,48.0,17.0,11.0,7.6,6.5,5.8,3.6,2.0,-87.6782638,41.94952096,"{'house_number': '1955-1957', 'road': 'West Bradley Place', 'neighbourhood': 'Cuyler', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",155510983
234,8/11/2021,"1962 W Estes Ave, Chicago, IL",2,0.67,0.55,0.67,0.7,0.78,0.78,0.85,0.75,0.65,0.65,0.61,-87.680052,42.0113946923077,"{'house_number': '1946', 'road': 'West Estes Avenue', 'suburb': 'Rogers Park', 'city': 'Chicago', 'municipality': 'Rogers Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60645', 'country': 'United States', 'country_code': 'us'}",156165907
235,10/7/2021,"1924 W Evergreen Ave, Chicago, IL",2,3.89,4.86,4.89,5.69,8.31,10.6,10.1,10.5,11.7,12.1,12.8,-87.67556681972106,41.90645840153513,"{'house_number': '1928', 'road': 'West Evergreen Avenue', 'neighbourhood': 'Wicker Park', 'suburb': 'West Town', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60622', 'country': 'United States', 'country_code': 'us'}",155575279
236,2/8/2022,"1975 W Henderson St, Chicago, IL",2,21.5,29.7,32.1,33.8,36.6,39.8,27.3,26.4,24.2,21.1,5.39,-87.6777484273473,41.94222851642393,"{'house_number': '1945', 'road': 'West Henderson Street', 'neighbourhood': 'Roscoe Village', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60657', 'country': 'United States', 'country_code': 'us'}",155950247
237,8/9/2018,"1924 W Nelson St, Chicago, IL",2,5.9,4.43,4.51,4.64,4.76,4.13,3.47,3.5,2.97,3.21,3.78,-87.67685489931696,41.93705145,"{'house_number': '1924', 'road': 'West Nelson Street', 'neighbourhood': 'Hamlin Park', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60657', 'country': 'United States', 'country_code': 'us'}",156669948
238,3/22/2022,"111 E 117Th St, Chicago, IL",2,6.05,7.78,8.25,0.94,9.44,9.53,9.34,9.96,9.91,10.2,7.74,-87.61973634693878,41.68148591836735,"{'house_number': '121', 'road': 'East 117th Street', 'suburb': 'West Pullman', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60628', 'country': 'United States', 'country_code': 'us'}",156176026
239,3/19/2022,"186 N Leamington Ave, Chicago, IL",2,9.05,10.7,17.8,20.0,18.6,19.5,19.2,19.8,15.9,9.19,7.64,-87.75408773210982,41.88399122183976,"{'house_number': '178', 'road': 'North Leamington Avenue', 'neighbourhood': 'Moreland', 'suburb': 'Austin', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60644', 'country': 'United States', 'country_code': 'us'}",143547560
240,8/27/2021,"187 N Lorel Ave, Chicago, IL",2,16.0,17.2,13.5,13.7,16.1,19.5,23.5,22.2,19.8,17.2,5.79,-87.75877487148158,41.88442081837258,"{'house_number': '171', 'road': 'North Lorel Avenue', 'suburb': 'Austin', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60644', 'country': 'United States', 'country_code': 'us'}",143702404
241,6/2/2021,"193 S Homan Ave, Chicago, IL",2,4.1,5.96,7.43,5.09,3.28,2.51,2.18,2.04,1.91,1.78,1.69,-87.710831,41.87885202980288,"{'house_number': '123', 'road': 'South Homan Avenue', 'suburb': 'East Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60623', 'country': 'United States', 'country_code': 'us'}",143617439
242,3/7/2020,"2037 E 73Rd St, Chicago, IL",2,13.6,15.9,22.3,20.8,19.1,19.1,16.0,14.6,16.1,15.2,7.58,-87.57479032432433,41.76244964864865,"{'house_number': '2035', 'road': 'East 73rd Street', 'neighbourhood': 'Bryn Mawr East', 'suburb': 'South Shore', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60649', 'country': 'United States', 'country_code': 'us'}",156356538
243,4/30/2021,"2074 E 99Th St, Chicago, IL",3,1.7,2.7,2.5,2.5,5.2,7.7,6.2,4.7,1.8,1.3,1.0,-87.57289509090909,41.71533054545455,"{'house_number': '2058', 'road': 'East 99th Street', 'neighbourhood': 'Jeffery Manor', 'suburb': 'South Deering', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156431395
244,12/16/2016,"2072 N Bissell St, Chicago, IL",2,120.0,220.0,74.0,53.0,42.0,38.0,39.0,35.0,30.0,25.0,12.0,-87.65230524109869,41.91946219602241,"{'house_number': '2046', 'road': 'North Bissell Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156610286
245,5/4/2017,"2096 N Bissell St, Chicago, IL",1,8.9,7.4,6.8,7.8,7.2,6.8,6.4,6.4,6.2,5.9,5.8,-87.65231609402271,41.91978970743424,"{'house_number': '2056-2058', 'road': 'North Bissell Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155651867
246,3/25/2022,"2026 N Kenmore Ave, Chicago, IL",4,9.92,12.3,15.7,17.7,18.1,18.3,17.7,16.5,15.5,13.8,9.29,-87.65511148191132,41.91882535,"{'house_number': '2026', 'road': 'North Kenmore Avenue', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156155618
247,11/16/2021,"2037 N Sheffield Ave, Chicago, IL",1,15.3,18.5,21.0,21.0,21.6,20.7,17.6,18.9,16.8,14.9,10.7,-87.65312599999999,41.91921925,"{'house_number': '2037', 'road': 'North Sheffield Avenue', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",156155713
248,12/3/2021,"2077 W 21St St, Chicago, IL",4,1.42,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.67770129825605,41.85390315288205,"{'house_number': '2043', 'road': 'West 21st Street', 'suburb': 'Lower West Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60608', 'country': 'United States', 'country_code': 'us'}",155950393
